obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category
CAN-1873,81ddb59d-1e42-11e4-b4cd-db5882bf8def,20,CAN,Mackenzie,1873-11-07,1873-11-07,1878-10-17,1878-10-17,Regular,Regular,Regular,0,OK,M,1822,1892,,1892-04-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alexander-5FMackenzie&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=k6r3Pw-62MkbXzBATsAYVx1IuxSDqmIJjem1sBmmCwM&e=,0,1.0,0,0.0,,,1873,1878,51,4.941922147614256, Canada,Democracy
CAN-1878,197110a8-3bbd-11e5-afeb-eb6f07f9fec7,20,CAN,Macdonald,1878-10-17,1878-10-17,1891-06-06,1891-06-06,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1815,1891,,1891-06-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FA.-5FMacdonald&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=48mzgFtirP2HSdJCXb_rKfRzyhmk-xDMOoOtUE502mo&e=,0,2.0,0,-777.0,,,1878,1891,63,12.63544083725196, Canada,Democracy
CAN-1891,81ddb59e-1e42-11e4-b4cd-db5882bf8def,20,CAN,Abbott,1891-06-16,1891-06-16,1892-12-05,1892-12-05,Regular,Regular,Regular,0,OK,M,1821,1893,,1893-10-30,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FAbbott&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tUEQYgkxwyl5E0vwF5BABzdbSh2jlKuHVhC1SRmYCvw&e=,0,1.0,0,0.0,,,1891,1892,70,1.472993969759817, Canada,Democracy
CAN-1892,81dde678-1e42-11e4-b4cd-db5882bf8def,20,CAN,Thompson,1892-12-05,1892-12-05,1894-12-12,1894-12-12,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1845,1894,,,,0,2.0,0,-777.0,,,1892,1894,47,2.01783746415053, Canada,Democracy
CAN-1894,81dde679-1e42-11e4-b4cd-db5882bf8def,20,CAN,Bowell,1894-12-21,1894-12-21,1896-05-01,1896-05-01,Regular,Regular,Regular,0,OK,M,1823,1917,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mackenzie-5FBowell&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=60PEb4noCXilyXVujuhdkkpnfQYWwm9wcV4KEfWb6jg&e=,0,1.0,0,0.0,,,1894,1896,71,1.360739782473288, Canada,Democracy
CAN-1896-2,81de4820-1e42-11e4-b4cd-db5882bf8def,20,CAN,Laurier,1896-07-11,1896-07-11,1911-10-10,1911-10-10,Regular,Regular,Regular,0,OK,M,1841,1919,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Wilfrid-5FLaurier&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=g09tst56QWN0KuNDYe_u8VrCyLuyc8gLksfx0KF9qDo&e=,0,1.0,0,0.0,,,1896,1911,55,15.24466621491201, Canada,Democracy
CAN-1911,81de4821-1e42-11e4-b4cd-db5882bf8def,20,CAN,Borden,1911-10-10,1911-10-10,1920-06-10,1920-06-10,Regular,Retired Due to Ill Health,Regular,0,OK,M,1854,1937,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Robert-5FBorden&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3oDRQ0WFDLF-y9CZ9MpmZBulifIpPh6oUY9zPdR0D30&e=,0,2.099999904632568,0,0.0,,,1911,1920,57,8.668213584125615, Canada,Democracy
CAN-1920,81de4822-1e42-11e4-b4cd-db5882bf8def,20,CAN,Meighen,1920-07-10,1920-07-10,1921-12-29,1921-12-29,Regular,Regular,Regular,0,OK,M,1874,1960,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Arthur-5FMeighen&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=beEjK11YQvAxkxJNw0MD71hEGdO1cPM93XBAjOSu95M&e=,0,1.0,0,0.0,,,1920,1921,46,1.470256062752828, Canada,Democracy
CAN-1921,81de4823-1e42-11e4-b4cd-db5882bf8def,20,CAN,King,1921-12-29,1921-12-29,1926-06-28,1926-06-28,Regular,Regular,Regular,0,OK,M,1874,1951,,,,0,1.0,0,0.0,Father of Ramon Baez%81e1556e-1e42-11e4-b4cd-db5882bf8def,1.0,1921,1926,47,4.49564330547513, Canada,Democracy
CAN-1926-2,81de4823-1e42-11e4-b4cd-db5882bf8def,20,CAN,King,1926-09-25,1926-09-25,1930-08-07,1930-08-07,Regular,Regular,Regular,1,OK,M,1874,1951,,,,0,1.0,0,0.0,Father of Ramon Baez%81e1556e-1e42-11e4-b4cd-db5882bf8def,1.0,1926,1930,52,3.865924693867773, Canada,Democracy
CAN-1930,81de4824-1e42-11e4-b4cd-db5882bf8def,20,CAN,Bennett,1930-08-07,1930-08-07,1935-10-23,1935-10-23,Regular,Regular,Regular,0,OK,M,1870,1947,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_R.-5FB.-5FBennett&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=N7o5FG1J5XmgggL0nAT5JmcCC4EUqYULZEvFd0z-RGk&e=,0,1.0,0,0.0,,,1930,1935,60,5.21023703429913, Canada,Democracy
CAN-1935,81de4823-1e42-11e4-b4cd-db5882bf8def,20,CAN,King,1935-10-23,1935-10-23,1948-11-15,1948-11-15,Regular,Retired Due to Ill Health,Regular,2,OK,M,1874,1951,,,,0,2.099999904632568,0,0.0,Father of Ramon Baez%81e1556e-1e42-11e4-b4cd-db5882bf8def,1.0,1935,1948,61,13.06529223734916, Canada,Democracy
CAN-1948,81de78f4-1e42-11e4-b4cd-db5882bf8def,20,CAN,St. Laurent,1948-11-15,1948-11-15,1957-06-21,1957-06-21,Regular,Regular,Regular,0,OK,M,1882,1973,1882-02-01,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Louis-5FSt.-5FLaurent&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1_JqIUI-cEV1iwLTvxoeZp0dBayilsdlMLGZCNNJUFg&e=,0,1.0,0,0.0,,,1948,1957,66,8.597028001943913, Canada,Democracy
CAN-1957,81de78f5-1e42-11e4-b4cd-db5882bf8def,20,CAN,Diefenbaker,1957-06-21,1957-06-21,1963-04-22,1963-04-22,Regular,Regular,Regular,0,OK,M,1895,1979,1895-09-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FDiefenbaker&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6TYAB7L7Ufes-gYVer7NsjNfu7pTB-NX3P5lsZ8wF7M&e=,0,1.0,0,0.0,,,1957,1963,62,5.83447983189251, Canada,Democracy
CAN-1963,81de78f6-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pearson,1963-04-22,1963-04-22,1968-04-20,1968-04-20,Regular,Regular,Regular,0,OK,M,1897,1972,1897-04-23,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Lester-5FB.-5FPearson&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=cweceAKDcxiJMyb-uwPUGfcmPYzaVQGdRXRqVDiZmJM&e=,0,1.0,0,0.0,,,1963,1968,66,4.996680287754026, Canada,Democracy
CAN-1968,81de78f7-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pierre Trudeau,1968-04-20,1968-04-20,1979-06-04,1979-06-04,Regular,Regular,Regular,0,OK,M,1919,2000,1919-10-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FTrudeau&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=w4_-YXRnusU30RhiSPp87RPt4ZI3h33z8sN7421A2Kw&e=,0,1.0,0,0.0,Father of Justin Trudeau%43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,0.0,1968,1979,49,11.12137826238732, Canada,Democracy
CAN-1980,81de78f7-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pierre Trudeau,1980-03-03,1980-03-03,1984-06-30,1984-06-30,Regular,Regular,Regular,1,OK,M,1919,2000,1919-10-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FTrudeau&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=w4_-YXRnusU30RhiSPp87RPt4ZI3h33z8sN7421A2Kw&e=,0,1.0,0,0.0,Father of Justin Trudeau%43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,0.0,1980,1984,61,4.325893071041842, Canada,Democracy
BHM-1967,81dea9cc-1e42-11e4-b4cd-db5882bf8def,31,BHM,Pindling,1967-01-16,1967-01-16,1992-08-21,1992-08-21,Regular,Regular,Regular,0,OK,M,1930,2000,,,,0,1.0,0,0.0,,,1967,1992,37,25.59669260833556,,
CUB-1902,81deda9e-1e42-11e4-b4cd-db5882bf8def,40,CUB,Palma,1902-05-20,1902-05-20,1906-09-28,1906-09-28,Regular,Irregular,Unknown,0,OK,M,1835,1908,1835-07-09,,,0,3.0,-999,0.0,,,1902,1906,67,4.358747955125704, Cuba,Anocracy
CUB-1909,81deda9f-1e42-11e4-b4cd-db5882bf8def,40,CUB,Gomez,1909-01-28,1909-01-28,1913-05-20,1913-05-20,Regular,Regular,Regular,0,OK,M,1858,1921,1858-07-06,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FMiguel-5FG-25C3-25B3mez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1NF5x1Zu_N6SeSZ0Sl-F8t5Jd6hSEWbXstJtm8tflaw&e=,0,1.0,0,0.0,Father of Gomez y Arias%81df3c45-1e42-11e4-b4cd-db5882bf8def,0.0,1909,1913,51,4.306727721992923, Cuba,Anocracy
CUB-1913,81dedaa0-1e42-11e4-b4cd-db5882bf8def,40,CUB,Menocal,1913-05-20,1913-05-20,1921-05-20,1921-05-20,Regular,Regular,Regular,0,Exile,M,1868,1941,1868-12-17,,,0,1.0,0,1.0,,,1913,1921,45,8.000164274420419, Cuba,Anocracy
CUB-1921,81df0b70-1e42-11e4-b4cd-db5882bf8def,40,CUB,Zyas y Alfonso,1921-05-20,1921-05-20,1925-05-20,1925-05-20,Regular,Regular,Regular,0,OK,M,1861,1934,1861-09-21,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfredo-5FZayas-5Fy-5FAlfonso&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qVE_rcLPA754FWe1nuWY7rwfVNVECGVzH49nyW6jN_s&e=,0,1.0,0,0.0,,,1921,1925,60,4.000082137210209, Cuba,Anocracy
CUB-1925,81df0b71-1e42-11e4-b4cd-db5882bf8def,40,CUB,Machado Morales,1925-05-20,1925-05-20,1933-08-12,1933-08-12,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1871,1939,1871-09-28,,,0,3.0,6,1.0,,,1925,1933,54,8.230148463007454, Cuba,Anocracy
CUB-1934-2,81df0b75-1e42-11e4-b4cd-db5882bf8def,40,CUB,Mendieta,1934-01-18,1934-01-18,1935-12-12,1935-12-12,Irregular,Regular,Regular,0,OK,M,1873,1960,1873-11-04,,,1,1.0,0,0.0,,,1934,1935,61,1.897369555843036, Cuba,Anocracy
CUB-1936-2,81df3c46-1e42-11e4-b4cd-db5882bf8def,40,CUB,Laredo Bru,1936-12-28,1936-12-28,1940-10-10,1940-10-10,Regular,Regular,Regular,0,OK,M,1875,1946,1875-04-23,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Federico-5FLaredo-5FBr-25C3-25BA&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Rq7KVvMy39C5SnmdtY7Gu0C2BRV1pS8qMybPSXwET2w&e=,0,1.0,0,0.0,,,1936,1940,61,3.783787483658117, Cuba,Anocracy
CUB-1940,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1940-10-10,1940-10-10,1944-10-10,1944-10-10,Regular,Regular,Regular,0,Exile,M,1901,1973,1901-01-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,0,1.0,0,1.0,,,1940,1944,39,4.000082137210209, Cuba,Anocracy
CUB-1944,81df0b73-1e42-11e4-b4cd-db5882bf8def,40,CUB,Grau San Martin,1944-10-10,1944-10-10,1948-10-10,1948-10-10,Regular,Regular,Regular,1,Exile,M,1882,1969,1882-09-13,,,0,1.0,0,1.0,,,1944,1948,62,4.000082137210209, Cuba,Anocracy
CUB-1948,81df3c48-1e42-11e4-b4cd-db5882bf8def,40,CUB,Prio Socarres,1948-10-10,1948-10-10,1952-03-10,1952-03-10,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1903,1977,1903-07-14,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FPr-25C3-25ADo-5FSocarr-25C3-25A1s&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hVl4y-cioCjN1XnAMbuYYzgzAymI-wcT2czvmgVhZhE&e=,0,3.0,6,1.0,,,1948,1952,45,3.414170037714669, Cuba,Anocracy
CUB-1952,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1952-03-10,1952-03-10,1959-01-01,1959-01-01,Irregular,Irregular,"Removed by Rebels, without Foreign Support",1,Exile,M,1901,1973,1901-01-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,1,3.0,4,1.0,,,1952,1959,51,6.811912633387407, Cuba,Anocracy
HAI-1874,81df6d19-1e42-11e4-b4cd-db5882bf8def,41,HAI,Rameau,1874-06-11,1874-06-11,1876-04-15,1876-04-15,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1828,1876,,1876-04-15,,1,3.0,6,3.0,,,1874,1876,46,1.845349322710254,,
HAI-1876,81df6d1a-1e42-11e4-b4cd-db5882bf8def,41,HAI,Canal,1876-04-23,1876-04-23,1879-07-17,1879-07-17,Irregular,Irregular,Unknown,0,Exile,M,1832,1905,,,,1,3.0,-999,1.0,,,1876,1879,44,3.230730268246439,,
HAI-1879-3,81df9dec-1e42-11e4-b4cd-db5882bf8def,41,HAI,Salomon,1879-10-23,1879-10-23,1888-08-10,1888-08-10,Irregular,Irregular,Unknown,0,Exile,M,1815,1888,,,,1,3.0,-999,1.0,Uncle-in-law of P. A. T. Simon%81df9def-1e42-11e4-b4cd-db5882bf8def,0.0,1879,1888,64,8.799633120461063,,
HAI-1889,81df9dee-1e42-11e4-b4cd-db5882bf8def,41,HAI,Hippolyte,1889-08-25,1889-08-25,1896-03-24,1896-03-24,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1827,1896,,,,1,2.0,0,-777.0,,,1889,1896,62,6.579190537793384,,
HAI-1896,81df9def-1e42-11e4-b4cd-db5882bf8def,41,HAI,P. A. T. Simon,1896-03-31,1896-03-31,1902-05-12,1902-05-12,Regular,Regular,Regular,0,Exile,M,1835,1916,,,,0,1.0,0,1.0,Nephew-in-law of Salomon%81df9dec-1e42-11e4-b4cd-db5882bf8def,1.0,1896,1902,61,6.111008439598349,,
HAI-1902-2,81df9df0-1e42-11e4-b4cd-db5882bf8def,41,HAI,Nord,1902-12-17,1902-12-17,1908-12-20,1908-12-20,Irregular,Irregular,Unknown,0,Exile,M,1820,1910,,1910-05-01,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FNord-5FAlexis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1Dt5NLHJeysWHUmXv4_Vxozdu2sAKlioLRe-ZsS4Wo4&e=,1,3.0,-999,1.0,,,1902,1908,82,6.009705880339774,,
HAI-1908,81dfceca-1e42-11e4-b4cd-db5882bf8def,41,HAI,A. Simon,1908-12-20,1908-12-20,1911-08-03,1911-08-03,Irregular,Irregular,Unknown,0,Exile,M,1844,1923,,,,1,3.0,-999,1.0,,,1908,1911,64,2.617439098681013,,
HAI-1911,81dfcecb-1e42-11e4-b4cd-db5882bf8def,41,HAI,Leconte,1911-08-07,1911-08-07,1912-08-08,1912-08-08,Irregular,Irregular,Unknown,0,Death,M,1854,1912,,,,1,3.0,-999,3.0,,,1911,1912,57,1.004811871564782,,
HAI-1934,81dfffa0-1e42-11e4-b4cd-db5882bf8def,41,HAI,Vincent,1934-08-15,1934-08-15,1941-05-15,1941-05-15,Regular,Regular,Regular,0,Exile,M,1874,1959,,1959-09-03,,0,1.0,0,1.0,,,1934,1941,60,6.748940772226671,,
HAI-1941,81dfffa1-1e42-11e4-b4cd-db5882bf8def,41,HAI,Lescot,1941-05-15,1941-05-15,1946-01-11,1946-01-11,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1883,1974,1883-12-09,1974-10-21,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_-25C3-2589lie-5FLescot&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=2L7m68zog2eHfDquMvwwe3dqBRL9odI7l8Ovk5co2fc&e=,0,3.0,6,1.0,,,1941,1946,58,4.65991772589444,,
HAI-1946-2,81e03072-1e42-11e4-b4cd-db5882bf8def,41,HAI,Estime,1946-08-16,1946-08-16,1950-05-10,1950-05-10,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1900,1953,1900-04-21,1953-07-20,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Dumarsais-5FEstim-25C3-25A9&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1rRA58Jtgf8zEm5t3Uxl2WX0t5IuX5vJIHVBNFGDysk&e=,0,3.0,6,2.0,,,1946,1950,46,3.731767250525336,,
HAI-1950,81e03073-1e42-11e4-b4cd-db5882bf8def,41,HAI,Magloire,1950-05-10,1950-05-10,1956-12-12,1956-12-12,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1907,2001,1907-07-19,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Paul-5FMagloire&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ycokK_cSs_P814IKrGAsbDMM3gH5raHEnnOKhOJfk5o&e=,0,3.0,6,1.0,,,1950,1956,43,6.592880072828327,,
HAI-1957-7,81e06148-1e42-11e4-b4cd-db5882bf8def,41,HAI,"Duvalier, Francois",1957-10-15,1957-10-15,1971-04-22,1971-04-22,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1907,1971,1907-04-14,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fran-25C3-25A7ois-5FDuvalier&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=xfjIITFaBZi9zTwqm-gZS_13zsGg50-_b2vE2VQgobY&e=,0,2.0,0,-777.0,"Father of Duvalier, Jean-Claude%81e06149-1e42-11e4-b4cd-db5882bf8def",0.0,1957,1971,50,13.51704689350226,,
DOM-1874,81e0c2f1-1e42-11e4-b4cd-db5882bf8def,42,DOM,Gonzalez,1874-01-02,1874-01-02,1876-02-23,1876-02-23,Irregular,Irregular,Unknown,0,OK,M,1840,1915,,,,1,3.0,-999,0.0,,,1874,1876,34,2.141043279465013, Dominican Republic,Democracy
DOM-1876-4,81de4823-1e42-11e4-b4cd-db5882bf8def,42,DOM,Buenaventura Baez,1876-12-26,1876-12-26,1878-03-02,1878-03-02,Irregular,Irregular,Unknown,4,Exile,M,1812,1884,1812-07-14,1884-03-14,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Buenaventura-5FB-25C3-25A1ez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BB0NoTztXPjJv_-VzVIsQU7ReKv8HdKXcPFxUvG2w68&e=,1,3.0,-999,1.0,Father of Ramon Baez%81e1556e-1e42-11e4-b4cd-db5882bf8def,0.0,1876,1878,64,1.180037920012047, Dominican Republic,Democracy
DOM-1878-4,81e0f3c3-1e42-11e4-b4cd-db5882bf8def,42,DOM,Guillermo,1878-09-30,1878-09-30,1879-12-06,1879-12-06,Irregular,Irregular,Unknown,1,Exile,M,1847,1885,,,,1,3.0,-999,1.0,,,1878,1879,31,1.182775827019035, Dominican Republic,Democracy
DOM-1880,81e0f3c5-1e42-11e4-b4cd-db5882bf8def,42,DOM,de Merino,1880-09-01,1880-09-01,1882-09-01,1882-09-01,Regular,Regular,Regular,0,OK,M,1833,1906,,,,0,1.0,0,0.0,,,1880,1882,47,1.99867211510161, Dominican Republic,Democracy
DOM-1882,81e0f3c6-1e42-11e4-b4cd-db5882bf8def,42,DOM,Heureaux,1882-09-01,1882-09-01,1884-09-01,1884-09-01,Regular,Regular,Regular,0,OK,M,1845,1899,1845-10-21,1899-07-26,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ulises-5FHeureaux&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=GXOlnogmB_n6YQ3xd-edcQu790UaVyKwjQBLJ2jNEac&e=,0,1.0,0,0.0,,,1882,1884,37,2.001410022108599, Dominican Republic,Democracy
