obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category
MAW-1964,82341e8e-1e42-11e4-b4cd-db5882bf8def,553,MAW,Banda,1964-07-06,1964-07-06,1994-05-21,1994-05-21,Regular,Regular,Regular,0,Imprisonment,M,1906,1997,1906-05-18,1997-11-25,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hastings-5FBanda&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=DrZ2EZpil9LKfRonnH3Tf1Jay1hus1U2gcYVmOw5Xf8&e=,0,1.0,0,2.0,,,1964,1994,58,29.87330335325161,,
SAF-1910,1978b1c8-3bbd-11e5-afeb-eb6f07f9fec7,560,SAF,Louis Botha,1910-05-31,1910-05-31,1919-08-27,1919-08-27,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1862,1919,1862-09-27,1919-08-27,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Louis-5FBotha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MZqeXgr7TJGlS6d1OZZqSx74K1qtYV_psbfsT_jNVoo&e=,0,2.0,0,-777.0,,,1910,1919,48,9.240436148586213,,
SAF-1919,82344f60-1e42-11e4-b4cd-db5882bf8def,560,SAF,Smuts,1919-09-03,1919-09-03,1924-06-29,1924-06-29,Regular,Regular,Regular,0,OK,M,1870,1950,1870-05-24,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jan-5FSmuts&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tZHPHF1JJaNfVw1GtbSebFGHZn1bOp13JdLCU9_Dahs&e=,0,1.0,0,0.0,,,1919,1924,49,4.821454239306762,,
SAF-1924,82344f61-1e42-11e4-b4cd-db5882bf8def,560,SAF,Hertzog,1924-06-30,1924-06-30,1939-09-05,1939-09-05,Regular,Regular,Regular,0,OK,M,1866,1942,1866-04-03,,,0,1.0,0,0.0,,,1924,1939,58,15.18169435375128,,
SAF-1939,82344f60-1e42-11e4-b4cd-db5882bf8def,560,SAF,Smuts,1939-09-06,1939-09-06,1948-06-03,1948-06-03,Regular,Regular,Regular,1,OK,M,1870,1950,1870-05-24,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jan-5FSmuts&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=tZHPHF1JJaNfVw1GtbSebFGHZn1bOp13JdLCU9_Dahs&e=,0,1.0,0,0.0,,,1939,1948,69,8.742137073314305,,
SAF-1948,82344f62-1e42-11e4-b4cd-db5882bf8def,560,SAF,Malan,1948-06-03,1948-06-03,1954-11-30,1954-11-30,Regular,Regular,Regular,0,OK,M,1874,1959,1874-05-22,1959-02-07,,0,1.0,0,0.0,,,1948,1954,74,6.491577513569752,,
SAF-1954,82344f63-1e42-11e4-b4cd-db5882bf8def,560,SAF,Strijdom,1954-12-02,1954-12-02,1958-08-23,1958-08-23,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1873,1958,1873-07-14,,,0,2.0,0,-777.0,,,1954,1958,81,3.72355352950437,,
SAF-1958-2,82348033-1e42-11e4-b4cd-db5882bf8def,560,SAF,Verwoerd,1958-09-03,1958-09-03,1966-09-06,1966-09-06,Regular,Irregular,Assassination by Unsupported Individual,0,Death,M,1901,1966,1901-09-08,1966-09-06,,0,3.0,11,3.0,,,1958,1966,57,8.008377995441386,,
SAF-1966-2,82348035-1e42-11e4-b4cd-db5882bf8def,560,SAF,Vorster,1966-09-13,1966-09-13,1978-09-28,1978-09-28,Regular,Regular,Regular,0,OK,M,1915,1983,1915-12-13,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_B.-5FJ.-5FVorster&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ggNMYbbOvgbz1FSuMlr2XzpGkzPb2pVyzoL8irTzdFY&e=,0,1.0,0,0.0,,,1966,1978,51,12.04131501673546,,
SAF-1978,82348036-1e42-11e4-b4cd-db5882bf8def,560,SAF,Botha,1978-09-28,1978-09-28,1989-01-18,1989-01-18,Regular,Regular,Regular,0,OK,M,1916,2006,1916-01-12,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pieter-5FWillem-5FBotha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yrEQNG7upkTw1VkL8FyrjDXVyDsb-y55GPGcGkUxVXw&e=,0,1.0,0,0.0,,,1978,1989,62,10.30821988131173,,
TRA-1872,8239d783-1e42-11e4-b4cd-db5882bf8def,563,TRA,Burgers,1872-07-01,1872-07-01,1877-04-12,1877-04-12,Regular,Foreign,Unknown,0,Exile,M,1834,1881,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Thomas-5FFran-25C3-25A7ois-5FBurgers&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=RF2GTnpRmMWPI2teY3OZirbQ-qpOZd7wUBDH0ZS-0os&e=,0,4.0,-999,1.0,,,1872,1877,38,4.780385634201934,,
TRA-1877,8239d784-1e42-11e4-b4cd-db5882bf8def,563,TRA,Shepstone,1877-04-12,1877-04-12,1879-03-04,1879-03-04,Foreign Imposition,Regular,Regular,0,OK,M,1817,1893,,,,2,1.0,0,0.0,,,1877,1879,60,1.891893741829059,,
TRA-1879,8239d785-1e42-11e4-b4cd-db5882bf8def,563,TRA,Lanyon,1879-03-04,1879-03-04,1881-08-08,1881-08-08,Regular,Irregular,Unknown,0,OK,M,1842,1887,,,,0,3.0,-999,0.0,,,1879,1881,37,2.431261422205795,,
TRA-1883,823a0855-1e42-11e4-b4cd-db5882bf8def,563,TRA,Kruger,1883-05-09,1883-05-09,1900-09-10,1900-09-10,Regular,Regular,Regular,0,Exile,M,1825,1904,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Paul-5FKruger&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=83HOktks2sBbAhpbkhrtOhIN99-0Rw4Y-Vm04achQAs&e=,0,1.0,0,1.0,,,1883,1900,58,17.33916507525822,,
TRA-1900,823a0856-1e42-11e4-b4cd-db5882bf8def,563,TRA,Schalk Burger,1900-09-10,1900-09-10,1902-05-31,1902-05-31,Regular,Foreign,Unknown,0,OK,M,1852,1918,,,,0,4.0,-999,0.0,,,1900,1902,48,1.719405600388783,,
TRA-1902,823a0857-1e42-11e4-b4cd-db5882bf8def,563,TRA,Milner,1902-06-21,1902-06-21,1905-04-01,1905-04-01,Foreign Imposition,Regular,Regular,0,OK,M,1854,1925,,,,2,1.0,0,0.0,,,1902,1905,48,2.778975612093335,,
TRA-1905,823a0858-1e42-11e4-b4cd-db5882bf8def,563,TRA,Palmer,1905-04-02,1905-04-02,1907-02-04,1907-02-04,Regular,Regular,Regular,0,OK,M,1859,1942,,,,0,1.0,0,0.0,,,1905,1907,46,1.842611415703266,,
TRA-1907,823a3928-1e42-11e4-b4cd-db5882bf8def,563,TRA,Louis Botha,1907-02-04,1907-02-04,1910-05-31,1910-05-31,Regular,Regular,Regular,0,OK,M,1862,1919,1862-09-27,1919-08-27,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Louis-5FBotha&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MZqeXgr7TJGlS6d1OZZqSx74K1qtYV_psbfsT_jNVoo&e=,0,1.0,0,0.0,,,1907,1910,45,3.318343292470071,,
OFS-1873,823a3929-1e42-11e4-b4cd-db5882bf8def,564,OFS,Johannes Henricus Brand,1873-06-16,1873-06-16,1888-07-14,1888-07-14,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1823,1888,,1888-07-14,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Johannes-5FBrand&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6YsyzjL315LtPtmqqNkhDp2AH8P1sWx2QATm4BnmA8k&e=,0,2.0,0,-777.0,,,1873,1888,50,15.07765388748571,,
OFS-1889,823a392b-1e42-11e4-b4cd-db5882bf8def,564,OFS,Reitz,1889-01-10,1889-01-10,1895-12-11,1895-12-11,Regular,Retired Due to Ill Health,Regular,0,OK,M,1844,1934,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francis-5FWilliam-5FReitz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=grGrGhxd-HCT2vFe1TuHHQuHqqTaVDjCeqjnkXPHnks&e=,0,2.099999904632568,0,0.0,,,1889,1895,45,6.91595309965297,,
OFS-1896,823a392c-1e42-11e4-b4cd-db5882bf8def,564,OFS,Steyn,1896-03-04,1896-03-04,1902-05-31,1902-05-31,Regular,Foreign,Unknown,0,Exile,M,1857,1916,,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Martinus-5FTheunis-5FSteyn&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4-tnm5bMxukFnMBOZBMqqla9DvKyDxyRUeKP2NBYp38&e=,0,4.0,-999,1.0,,,1896,1902,39,6.23695216191982,,
OFS-1902,823a392d-1e42-11e4-b4cd-db5882bf8def,564,OFS,Milner,1902-06-23,1902-06-23,1905-04-01,1905-04-01,Foreign Imposition,Regular,Regular,0,OK,M,1854,1925,,,,2,1.0,0,0.0,,,1902,1905,48,2.773499798079358,,
OFS-1905,823a69fc-1e42-11e4-b4cd-db5882bf8def,564,OFS,Palmer,1905-04-02,1905-04-02,1907-06-07,1907-06-07,Regular,Regular,Regular,0,OK,M,1859,1942,,,,0,1.0,0,0.0,,,1905,1907,46,2.179373977562852,,
OFS-1907-2,823a69fe-1e42-11e4-b4cd-db5882bf8def,564,OFS,Fischer,1907-11-27,1907-11-27,1910-05-31,1910-05-31,Regular,Regular,Regular,0,OK,M,1850,1913,,,,0,1.0,0,0.0,,,1907,1910,57,2.507922818401473,,
LES-1966,823a6a00-1e42-11e4-b4cd-db5882bf8def,570,LES,Jonathan,1966-10-04,1966-10-04,1986-01-20,1986-01-20,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1914,1987,1914-10-30,1987-04-05,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Leabua-5FJonathan&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yZyE62j-jt_dmEJyDpNU_3tfxBcmBY46qpdLDvFHLqA&e=,0,3.0,6,1.0,,,1966,1986,52,19.296768585255,,
LES-1993,823a9ad1-1e42-11e4-b4cd-db5882bf8def,570,LES,Mokhehle,1993-04-02,1993-04-02,1994-08-17,1994-08-17,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,OK,M,1918,1999,1918-12-26,1999-01-06,,0,3.0,8,0.0,,,1993,1994,75,1.374429317508231,,
LES-1994-2,823a9ad1-1e42-11e4-b4cd-db5882bf8def,570,LES,Mokhehle,1994-09-14,1994-09-14,1998-05-29,1998-05-29,Irregular,Regular,Regular,1,OK,M,1918,1999,1918-12-26,1999-01-06,,1,1.0,0,0.0,,,1994,1998,76,3.704388180455451,,
BOT-1966,823a9ad4-1e42-11e4-b4cd-db5882bf8def,571,BOT,Khama,1966-09-30,1966-09-30,1980-07-13,1980-07-13,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1921,1980,1921-07-01,1980-07-13,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Seretse-5FKhama&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dPkBffneOwG2eMV2dvtO2mnoNOWqK5-pBUZaQxIPtkM&e=,0,2.0,0,-777.0,Father of Ian Khama%82542a54-1e42-11e4-b4cd-db5882bf8def,0.0,1966,1980,45,13.78536178018714,,
SWA-1968,823acba5-1e42-11e4-b4cd-db5882bf8def,572,SWA,Subhuza II,1968-09-06,1968-09-06,1982-08-21,1982-08-21,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1899,1982,1899-07-22,,,0,2.0,0,-777.0,,,1968,1982,69,13.95511201462042,,
MAG-1864,823afc78-1e42-11e4-b4cd-db5882bf8def,580,MAG,Rainilaiarivony,1864-07-15,1864-07-15,1895-09-30,1895-09-30,Regular,Foreign,Unknown,0,Exile,M,1828,1896,,,,0,4.0,-999,1.0,,,1864,1895,36,31.209401972662,,
MAG-1960,823afc79-1e42-11e4-b4cd-db5882bf8def,580,MAG,Tsiranana,1960-06-26,1960-06-26,1972-10-08,1972-10-08,Regular,Irregular,"Popular Protest, without Foreign Support",0,OK,M,1910,1978,1910-10-08,,,0,3.0,2,0.0,,,1960,1972,50,12.28498874035743,,
MAG-1972,823afc7a-1e42-11e4-b4cd-db5882bf8def,580,MAG,Ramanantsoa,1972-10-12,1972-10-12,1975-02-05,1975-02-05,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,OK,M,1906,1979,1906-04-13,,,1,3.0,16,0.0,,,1972,1975,66,2.316269327912277,,
COM-1975-2,823b2d4f-1e42-11e4-b4cd-db5882bf8def,581,COM,Soilih,1975-08-03,1975-08-03,1978-05-13,1978-05-13,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1937,1978,,,,1,3.0,6,3.0,,,1975,1978,38,2.776237705086347, Comoros,Anocracy
COM-1978,823b2d50-1e42-11e4-b4cd-db5882bf8def,581,COM,Bob Denard,1978-05-13,1978-05-13,1989-12-18,1989-12-18,Irregular,Irregular,"Removed by Other Government Actors, with Foreign Support",0,Exile,M,1929,2007,1929-04-07,2007-10-13,,1,3.0,7,1.0,,,1978,1989,49,11.60051198861031, Comoros,Anocracy
COM-1989,823b2d51-1e42-11e4-b4cd-db5882bf8def,581,COM,Djohar,1989-12-18,1989-12-18,1995-09-29,1995-09-29,Regular,Irregular,"Removed by Military, with Foreign Support",0,Imprisonment,M,1918,2006,,,,0,3.0,5,2.0,Half-brother of Abdallah%823b2d4e-1e42-11e4-b4cd-db5882bf8def,1.0,1989,1995,71,5.77972169175274, Comoros,Anocracy
COM-1996-2,1978ffe8-3bbd-11e5-afeb-eb6f07f9fec7,581,COM,Abdoulkarim,1996-03-25,1996-03-25,1998-11-06,1998-11-06,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,M,1936,1998,,,,0,2.0,0,-777.0,,,1996,1998,60,2.617439098681013, Comoros,Anocracy
MAS-1968,823b5e2e-1e42-11e4-b4cd-db5882bf8def,590,MAS,Ramgoolam,1968-03-12,1968-03-12,1982-06-16,1982-06-16,Regular,Regular,Regular,0,OK,M,1900,1985,1900-09-18,1985-12-15,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Seewoosagur-5FRamgoolam&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ZIkpbKCpsWtxM0NnVHH9d6OGSo2LRp-w9N9KKR1hSVU&e=,0,1.0,0,0.0,Father of Ramgoolam N.%823b8efe-1e42-11e4-b4cd-db5882bf8def,0.0,1968,1982,68,14.26175759940314,,
MOR-1873,823b8f00-1e42-11e4-b4cd-db5882bf8def,600,MOR,Abu Ali al-Hasan,1873-09-25,1873-09-25,1894-06-07,1894-06-07,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1827,1894,,,,0,2.0,0,-777.0,,,1873,1894,46,20.69857697283312,,
MOR-1894,823b8f01-1e42-11e4-b4cd-db5882bf8def,600,MOR,Abd al-Aziz,1894-06-07,1894-06-07,1908-01-05,1908-01-05,Regular,Irregular,Unknown,0,OK,M,1881,1943,1881-02-18,,,0,3.0,-999,0.0,,,1894,1908,13,13.57728084765601,,
MOR-1956,823b8f02-1e42-11e4-b4cd-db5882bf8def,600,MOR,Mohammed V,1956-03-02,1956-03-02,1961-02-26,1961-02-26,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1909,1961,1909-08-10,1961-02-26,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mohammed-5FV-5Fof-5FMorocco&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ZWRd0_3ZaZX7gII0KMEgjSUso0k31aJdxmcM7orYz2w&e=,1,2.0,0,-777.0,,,1956,1961,47,4.988466566733061,,
MOR-1961,823bbfd2-1e42-11e4-b4cd-db5882bf8def,600,MOR,Hassan II,1961-02-26,1961-02-26,1999-07-23,1999-07-23,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1929,1999,1929-07-09,1999-07-23,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hassan-5FII-5Fof-5FMorocco&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Li5RJXYhNWpxD8XYgXUmT__eia-0z5pUMcKDAo_sSyw&e=,0,2.0,0,-777.0,,,1961,1999,32,38.40188368002081,,
ALG-1962-2,823bbfd5-1e42-11e4-b4cd-db5882bf8def,615,ALG,Bella,1962-09-26,1962-09-26,1965-06-19,1965-06-19,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1916,2012,1916-12-25,,,0,3.0,6,2.0,,,1962,1965,46,2.729693285967542,,
ALG-1965,823bbfd6-1e42-11e4-b4cd-db5882bf8def,615,ALG,Boumedienne,1965-06-19,1965-06-19,1978-12-27,1978-12-27,Irregular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1927,1978,1927-08-22,1978-12-27,,1,2.0,0,-777.0,,,1965,1978,38,13.52252270751624,,
ALG-1979,823bf0a6-1e42-11e4-b4cd-db5882bf8def,615,ALG,Benjedid,1979-02-07,1979-02-07,1992-01-11,1992-01-11,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1929,2012,1929-04-14,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Chadli-5FBendjedid&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=31Ha0ZOw-0ymEgwZaJq4rrAyRBM2Rf8MrEfVdoe8ZrA&e=,0,3.0,6,0.0,,,1979,1992,50,12.92565897999275,,
TUN-1859,823bf0ab-1e42-11e4-b4cd-db5882bf8def,616,TUN,Muhammad III,1859-09-23,1859-09-23,1882-10-28,1882-10-28,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1813,1882,,1882-10-28,,0,2.0,0,-777.0,,,1859,1882,46,23.09698351095505, Tunisia,Democracy
TUN-1943,823c217a-1e42-11e4-b4cd-db5882bf8def,616,TUN,Muhammad al-Amin,1943-05-15,1943-05-15,1957-07-25,1957-07-25,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Imprisonment,M,1881,1962,1881-09-04,,,0,3.0,8,2.0,,,1943,1957,62,14.19604783123541, Tunisia,Democracy
TUN-1957,823c217b-1e42-11e4-b4cd-db5882bf8def,616,TUN,Ben Ali Bourguiba,1957-07-25,1957-07-25,1987-11-07,1987-11-07,Irregular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Imprisonment,M,1903,2000,1903-08-03,2000-04-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Habib-5FBourguiba&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=QD794-fqQaBffaIt6cBQroE9Q3FWwYIsImeO7jgm_ns&e=,1,3.0,8,2.0,,,1957,1987,54,30.28672731130687, Tunisia,Democracy
LIB-1951,823c217d-1e42-11e4-b4cd-db5882bf8def,620,LIB,Idris,1951-12-24,1951-12-24,1969-09-01,1969-09-01,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1890,1983,1890-03-12,1983-05-25,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Idris-5FI-5Fof-5FLibya&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=h-wkYHVyRC_3kDgMQmVYavZ-ae6vB5vOGUIipTvFP2c&e=,0,3.0,6,1.0,,,1951,1969,61,17.68961717215275,,
SUD-1956-2,823c524e-1e42-11e4-b4cd-db5882bf8def,625,SUD,Khalil,1956-07-05,1956-07-05,1958-11-17,1958-11-17,Regular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1892,1970,,,,0,3.0,6,0.0,,,1956,1958,64,2.368289561045059,,
SUD-1958,823c524f-1e42-11e4-b4cd-db5882bf8def,625,SUD,Abboud,1958-11-18,1958-11-18,1964-11-01,1964-11-01,Irregular,Irregular,"Popular Protest, without Foreign Support",0,OK,M,1900,1983,1900-10-26,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ibrahim-5FAbboud&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=iqoRDObJBJjMDcG1SuElseeENI4fZraYU-CAUN-aE2w&e=,1,3.0,2,0.0,,,1958,1964,58,5.954947740200004,,
SUD-1965,823c5251-1e42-11e4-b4cd-db5882bf8def,625,SUD,Maghoub,1965-06-14,1965-06-14,1966-07-25,1966-07-25,Regular,Regular,Regular,0,OK,M,1908,1976,,,,0,1.0,0,0.0,,,1965,1966,57,1.111590244837334,,
SUD-1967,823c5251-1e42-11e4-b4cd-db5882bf8def,625,SUD,Maghoub,1967-05-18,1967-05-18,1969-05-23,1969-05-23,Regular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1908,1976,,,,0,3.0,6,1.0,,,1967,1969,59,2.015099557143542,,
SUD-1969,823c5253-1e42-11e4-b4cd-db5882bf8def,625,SUD,Nimeiri,1969-05-25,1969-05-25,1971-07-19,1971-07-19,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1930,2009,1930-01-01,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gaafar-5FNimeiry&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=g8iTccqippZ62-HwW8_mMpm4n2_uYJ-GzWLjCvlty8c&e=,1,3.0,6,2.0,,,1969,1971,39,2.149257000485978,,
SUD-1971-2,823c5253-1e42-11e4-b4cd-db5882bf8def,625,SUD,Nimeiri,1971-07-22,1971-07-22,1985-04-06,1985-04-06,Irregular,Irregular,"Removed by Military, without Foreign Support",1,Exile,M,1930,2009,1930-01-01,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gaafar-5FNimeiry&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=g8iTccqippZ62-HwW8_mMpm4n2_uYJ-GzWLjCvlty8c&e=,1,3.0,6,1.0,,,1971,1985,41,13.70870038399146,,
