leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,Polity,pop,begin_gdppc,age,tenure,growth_rate
Kouandete,2.0,1.0,5.0,0,6.0,1,1939,1,1.0,0,0.0,1,0.0,1969,7.0,3.4225396124151977,3.190611797813605,30,0.0082137210209655,-0.005157962604771
Paul-Emile de Souza,2.0,1.0,5.0,0,6.0,1,1930,1,1.0,0,0.0,0,,1969,7.0,3.4225396124151977,3.190611797813605,39,0.3969965160133336,-0.005157962604771
Maga,1.0,1.0,5.0,1,3.0,1,1916,0,1.0,0,2.0,0,,1970,7.0,3.445827363952646,3.188365926063148,54,1.919272811898944,0.0314322747893713
Ahomadegbe,2.0,2.0,7.0,0,3.0,1,1917,1,3.0,6,2.0,0,,1972,7.0,3.4576665119581445,3.214843848047698,55,0.5530572154116785,0.0158536585365853
Kerekou,2.0,1.0,5.0,0,6.0,1,1933,1,1.0,0,0.0,1,1.0,1972,7.0,3.6969736616625544,3.214843848047698,39,18.434327878053622,0.0055334242618741
"Soglo, N",1.0,1.0,5.0,0,6.0,1,1934,0,1.0,0,0.0,0,,1991,7.0,3.7689120568606493,3.25825920539193,57,5.002156101768003,0.0025807370599683
Kerekou,1.0,1.0,5.0,1,6.0,1,1933,0,1.0,0,0.0,1,1.0,1996,7.0,3.907874540305643,3.2649324710598204,63,10.004312203536006,0.0014841289086925
Yayi Boni,1.0,7.0,15.0,0,8.0,1,1952,0,-888.0,-888,-888.0,0,,2006,7.0,4.035097666179897,3.271965258349804,54,9.735997316851131,0.0098617639629356
Tolbert,1.0,2.0,7.0,0,1.0,1,1913,0,3.0,6,3.0,0,,1971,7.0,3.269045709657623,3.6574383227029625,58,8.722971724265385,-0.009927621283255
Doe,2.0,2.0,11.0,0,1.0,1,1951,1,3.0,4,3.0,0,,1980,7.0,3.3380578754197563,3.616790486329716,29,10.409522440570306,-0.0537809218331209
Sawyer,3.0,1.0,5.0,0,6.0,1,1945,2,1.0,0,0.0,0,,1990,7.0,3.3157604906657347,3.2278867046136734,45,3.2882263153931977,-0.1881476923076923
Kpormapkor,1.0,1.0,5.0,0,6.0,1,1944,0,1.0,0,0.0,0,,1994,7.0,3.3170181010481117,2.6213026036147573,50,1.4866835047947595,-0.0484805138026832
Sankawulo,1.0,1.0,5.0,0,6.0,1,1943,0,1.0,0,0.0,0,,1995,7.0,3.3283796034387376,2.5770090971516346,52,1.0075497785717709,0.0178846819522532
Ruth Perry,1.0,1.0,5.0,0,6.0,0,1939,0,1.0,0,0.0,0,,1996,7.0,3.364926033789976,2.5922721584154877,57,0.9117230333271732,0.7944533413247576
Taylor,1.0,1.0,5.0,0,2.0,1,1948,0,1.0,0,1.0,0,,1997,7.0,3.474653253362063,2.8462043288759795,49,6.023395415374717,0.0305599322609365
Moses Zeh Blah,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,2003,7.0,3.4778444763387584,2.9303942259546853,56,0.1752260484472645,-0.1068599888955535
Bryant,1.0,1.0,5.0,0,6.0,1,1949,0,1.0,0,0.0,0,,2003,7.0,3.5199591807520685,2.9303942259546853,54,2.258773280765519,-0.0323265380225555
Johnson Sirleaf,1.0,7.0,15.0,0,8.0,0,1938,0,-888.0,-888,-888.0,0,,2006,7.0,3.649334858712142,2.8860917806956383,68,9.955029877410214,0.0124409035309043
Nkrumah,1.0,2.0,7.0,0,2.0,1,1909,0,3.0,6,1.0,0,,1952,8.0,3.916215995281049,3.2375437381428744,43,13.930470851557526,0.0177744708994708
Ankrah,2.0,1.0,5.0,0,6.0,1,1915,1,1.0,0,0.0,0,,1966,8.0,3.954678900835793,3.334051440346892,51,3.104786545924968,-0.0053290083410565
Afrifa,1.0,1.0,5.0,0,6.0,1,1936,0,1.0,0,0.0,0,,1969,8.0,3.943936746726029,3.3246939138617746,33,0.4188997720692416,0.0748106060606059
Busia,1.0,2.0,7.0,0,2.0,1,1913,0,3.0,6,1.0,0,,1969,8.0,3.970981533081809,3.3246939138617746,56,2.360075840024093,0.0194128787878788
Acheampong,2.0,2.0,12.0,0,3.0,1,1931,1,3.0,16,2.0,0,,1972,8.0,4.030226424501848,3.3492775274679554,41,6.47515007152782,-0.0145094279322467
Akuffo,1.0,2.0,7.0,0,1.0,1,1937,0,3.0,6,3.0,0,,1978,8.0,4.036580832909005,3.3027637084729817,41,0.9144609403341616,-0.0393426294820716
Rawlings,2.0,1.0,5.0,0,6.0,1,1947,1,1.0,0,0.0,0,,1979,8.0,4.042049197280089,3.2853322276438846,32,0.3039076777757243,-0.0440642820114048
Limann,1.0,2.0,7.0,0,3.0,1,1934,0,3.0,6,2.0,0,,1979,8.0,4.048363289374296,3.2853322276438846,45,2.269724908793473,-0.0188353205460514
Rawlings,2.0,1.0,5.0,1,6.0,1,1947,1,1.0,0,0.0,0,,1981,8.0,4.283267397655304,3.2600713879850747,34,19.020239977549164,0.0088765439560439
John Agyekum Kufuor,1.0,1.0,5.0,0,6.0,1,1938,0,1.0,0,0.0,0,,2001,8.0,4.358920486468237,3.3310436927082714,63,7.997426367413431,0.0379568625670533
Atta Mills,1.0,4.0,5.0,0,1.0,1,1944,0,2.0,0,-777.0,0,,2009,8.0,4.388071775878632,3.4462063342359355,65,3.542851667043129,0.0639014046783622
John Mahama,1.0,7.0,15.0,0,8.0,1,1958,0,-888.0,-888,-888.0,0,,2012,8.0,4.416624614198989,3.5450595846940027,54,3.436073293770577,0.0214509692132269
Mba,1.0,2.0,7.0,0,3.0,1,1902,0,3.0,6,2.0,0,,1960,3.0,2.669867072238356,3.6001012556913907,58,3.501783061938301,0.0398041185334003
Aubaume,2.0,3.0,13.0,0,3.0,1,1912,1,4.0,9,2.0,0,,1964,3.0,2.676131863719479,3.664265800147675,52,0.005475814013977,0.0021663778162912
Mba,3.0,4.0,5.0,1,1.0,1,1902,2,2.0,0,-777.0,0,,1964,3.0,2.68931241162019,3.664265800147675,62,3.770097948623175,0.0144064124783362
Bongo,1.0,4.0,5.0,0,1.0,1,1935,0,2.0,0,-777.0,0,,1967,3.0,3.1881466614968357,3.6885977750811696,32,41.52857348200168,0.0426049828329529
Rose Francine Rogombe,1.0,1.0,5.0,0,6.0,0,1942,0,1.0,0,0.0,0,,2009,3.0,3.204168377193657,4.134110016333086,67,0.350452096894529,0.0961090825182606
Ali Bongo Ondimba,1.0,7.0,15.0,0,8.0,1,1959,0,-888.0,-888,-888.0,0,,2009,3.0,3.2799462080086865,4.134110016333086,50,6.206835184842947,0.0500507763037325
Obote,1.0,2.0,7.0,0,2.0,1,1924,0,3.0,6,1.0,0,,1962,-1.0,4.00038266195231,3.0437551269686796,38,8.295858231175178,0.0280289330922242
Amin,2.0,3.0,13.0,0,2.0,1,1925,1,4.0,9,1.0,0,,1971,-1.0,4.084163770414784,3.1414497734004674,46,8.208245206951545,-0.0336141195346971
Yusuf Lule,1.0,1.0,5.0,0,2.0,1,1912,0,1.0,0,1.0,0,,1979,-1.0,4.093936893996864,2.9849771264154934,67,0.1861776764752185,-0.0559006211180124
Banaisa,1.0,2.0,7.0,0,2.0,1,1919,0,3.0,6,1.0,0,,1979,-1.0,4.093936893996864,2.9849771264154934,60,0.8952955912852419,-0.0559006211180124
Paulo Muwanga,2.0,1.0,5.0,0,6.0,1,1924,1,1.0,0,0.0,0,,1980,-1.0,4.104666391490194,2.959994838328416,56,0.5831741924885522,0.0120614035087718
Obote,1.0,2.0,7.0,1,2.0,1,1924,0,3.0,6,1.0,0,,1980,-1.0,4.158113395009646,2.959994838328416,56,4.6078974927616585,-0.0057017543859649
Okello,2.0,2.0,11.0,0,3.0,1,1914,1,3.0,4,2.0,0,,1985,-1.0,4.1734987314188645,2.9474337218870508,71,0.5037748892858854,-0.0316027088036117
Museveni,2.0,7.0,15.0,0,8.0,1,1944,1,-888.0,-888,-888.0,0,,1986,-1.0,4.576035146119757,2.9334872878487053,42,29.91984777237041,0.0425796425796425
Kenyatta,1.0,4.0,5.0,0,1.0,1,1891,0,2.0,0,-777.0,0,,1963,9.0,4.178392413637654,3.056142262059052,72,14.69434690650732,0.0303456356180433
Moi,1.0,1.0,5.0,0,6.0,1,1924,0,1.0,0,0.0,0,,1978,9.0,4.51673670276557,3.219060332448861,54,24.356420734169763,0.007388765700483
Mwai Kibaki,1.0,1.0,5.0,0,6.0,1,1931,0,1.0,0,0.0,0,,2002,9.0,4.659421494200517,3.292675738226078,71,10.27262709022088,0.0413378227530759
Uhuru Kenyatta,1.0,7.0,15.0,0,8.0,1,1961,0,-888.0,-888,-888.0,0,,2013,9.0,4.681195224061633,3.4554539687786283,52,2.7269553789605534,0.0224246671338472
Kayibanda,1.0,2.0,7.0,0,3.0,1,1924,0,3.0,6,2.0,0,,1961,-3.0,3.613824703362036,3.0670708560453703,37,11.690862919840928,0.0086403884604398
Habyarimana,2.0,2.0,2.0,0,1.0,1,1937,1,3.0,111,3.0,0,,1973,-3.0,3.7775908948193595,3.1099158630237933,36,20.753335112972888,-0.0214693470866607
Sindikubwabo,2.0,1.0,5.0,0,2.0,1,1928,1,1.0,0,1.0,0,,1994,-3.0,3.7213582884970084,2.8496018774284395,66,0.2847423287268047,0.4834480446759925
Paul Kagame,1.0,7.0,15.0,0,8.0,1,1957,0,-888.0,-888,-888.0,0,,1994,-3.0,4.046240337049203,2.8496018774284395,37,21.45150139975496,0.0633463324997759
Gouled Aptidon,1.0,1.0,5.0,0,6.0,1,1916,0,1.0,0,0.0,1,0.0,1977,3.0,2.8102325179950842,3.605951157564873,61,21.862187450803237,-0.0237126340210829
Guelleh,1.0,7.0,15.0,0,8.0,1,1947,0,-888.0,-888,-888.0,1,,1999,3.0,2.9180303367848803,3.2856715606817026,52,16.649212509497115,0.030790198126658
Andom,2.0,2.0,12.0,0,1.0,1,1924,1,3.0,16,3.0,0,,1974,1.0,4.528949982920222,2.996949248495381,50,0.1971293045031725,-0.0211480362537764
Banti,1.0,2.0,7.0,0,1.0,1,1921,0,3.0,6,3.0,0,,1974,1.0,4.5497148000733,2.996949248495381,53,2.184849791576829,-0.0053709298422289
Mengistu Marriam,1.0,2.0,11.0,0,2.0,1,1937,0,3.0,4,1.0,0,,1977,1.0,4.708593217621896,2.989894563718773,40,14.2699713204241,-0.011341514841351
Gebre Kidan,1.0,2.0,11.0,0,2.0,1,1935,0,3.0,4,1.0,0,,1991,1.0,4.723254169221447,2.908908437182269,56,0.016427442041931,-0.1263220900205861
Meles Zenawi,2.0,4.0,5.0,0,1.0,1,1955,1,2.0,0,-777.0,0,,1991,1.0,4.954561055584244,2.908908437182269,36,21.235206746202863,0.0266972975440308
Desalegn,1.0,7.0,15.0,0,8.0,1,1965,0,-888.0,-888,-888.0,0,,2012,1.0,4.991733768873933,3.1095785469043866,47,3.3621498045818874,0.0516705516705516
Nujoma,1.0,1.0,5.0,0,6.0,1,1929,0,1.0,0,0.0,0,,1990,6.0,3.3138688264124765,3.699577591398909,61,15.000992491290033,0.0224757302276812
Pohamba,1.0,1.0,5.0,0,9.0,1,1935,0,1.0,0,-999.0,0,,2005,6.0,3.38163499259322,3.8329924793780674,70,9.99883638952203,0.0389922112801477
Hage Geingob,1.0,7.0,15.0,0,8.0,1,1941,0,-888.0,-888,-888.0,0,,2015,6.0,3.390296093687377,3.9759829437125465,74,0.7803034969917246,-0.0090889875290636
Abdallah,2.0,2.0,11.0,0,2.0,1,1919,1,3.0,4,1.0,1,0.0,1975,-3.0,2.4533183400470375,3.016197353512439,56,0.0766613961956782,-0.0279383429672447
Soilih,2.0,2.0,7.0,0,1.0,1,1937,1,3.0,6,3.0,0,,1975,-3.0,2.503790683057181,3.016197353512439,38,2.7762377050863467,-0.0237636480411046
Bob Denard,2.0,2.0,8.0,0,2.0,1,1929,1,3.0,7,1.0,0,,1978,-3.0,2.6242820958356683,2.984077033902831,49,11.600511988610307,0.0124481327800829
Djohar,1.0,2.0,6.0,0,3.0,1,1918,0,3.0,5,2.0,1,1.0,1989,-3.0,2.683947130751512,3.044539760392411,71,5.77972169175274,0.0088653429602888
Bob Denard,2.0,3.0,13.0,1,2.0,1,1929,1,4.0,9,1.0,0,,1995,-3.0,2.693726948923647,3.0670473357758725,66,0.016427442041931,-0.0217108587200266
el-Yachroutu,1.0,1.0,5.0,0,6.0,1,1948,0,1.0,0,0.0,0,,1995,-3.0,2.693726948923647,3.0670473357758725,47,0.3093834917897013,-0.0217108587200266
Djohar,1.0,1.0,5.0,1,3.0,1,1918,0,1.0,0,2.0,1,1.0,1996,-3.0,2.7041505168397992,3.0575145687879886,78,0.1615365134123219,0.0315179130793088
Abdoulkarim,1.0,4.0,5.0,1,1.0,1,1936,0,2.0,0,-777.0,0,,1996,-3.0,2.714329759745233,3.0575145687879886,60,2.617439098681013,0.0111663298299512
Massounde,1.0,2.0,7.0,0,3.0,1,1933,0,3.0,6,2.0,0,,1998,-3.0,2.725094521081469,3.0718246251173382,65,0.4791337262229888,0.0079778336815854
Azali Assoumani,2.0,1.0,5.0,0,6.0,1,1959,1,1.0,0,0.0,0,,1999,-3.0,2.7589118923979736,3.0752756068145226,40,2.7296932859675422,0.0113794327723078
Hamada Madi,1.0,1.0,5.0,0,6.0,1,1965,0,1.0,0,0.0,0,,2002,-3.0,2.7708520116421442,3.0898542289182602,37,0.3395004688665749,0.0082899142899588
Azali Assoumani,1.0,1.0,5.0,1,6.0,1,1959,0,1.0,0,0.0,0,,2002,-3.0,2.806179973983887,3.0898542289182602,43,3.997344230203221,0.0321474044235589
Sambi,1.0,1.0,5.0,0,6.0,1,1958,0,1.0,0,0.0,0,,2006,-3.0,2.858537197569639,3.142390279637997,48,4.999418194761015,0.0131119927296966
Dhoinine,1.0,7.0,15.0,0,8.0,1,1962,0,-888.0,-888,-888.0,0,,2011,-3.0,2.8926510338773004,3.1699681739968923,49,4.599683771740692,0.0293441514536849
Ben Ali Bourguiba,2.0,2.0,9.0,0,3.0,1,1903,1,3.0,8,2.0,0,,1957,7.0,3.8880681811591207,3.2664668954402414,54,30.286727311306876,0.055818502541174
Zine Al-Abidine Ben Ali,2.0,2.0,4.0,0,2.0,1,1936,1,3.0,2,1.0,0,,1987,7.0,4.025808456619941,3.7026889681591335,51,23.187334442185676,0.0445667261550664
Ghannouchi,1.0,1.0,5.0,0,6.0,1,1941,0,1.0,0,0.0,0,,2011,7.0,4.030882959581411,4.018575683467251,70,0.0027379070069885,0.0289355178691195
Mebazaa,1.0,1.0,5.0,0,6.0,1,1933,0,1.0,0,0.0,0,,2011,7.0,4.030882959581411,4.018575683467251,78,0.9089851263201846,0.0289355178691195
Marzouki,1.0,1.0,5.0,0,9.0,1,1945,0,1.0,0,-999.0,0,,2011,7.0,4.041251886175565,4.018575683467251,66,3.0500284057851976,0.0144438056912906
Caid Essebsi,1.0,7.0,15.0,0,8.0,1,1926,0,-888.0,-888,-888.0,0,,2014,7.0,4.046292150751236,4.04296907339318,88,0.9993360575508052,0.0018115942028984
Mohammad Mossadeg,2.0,2.0,9.0,0,3.0,1,1882,1,3.0,8,2.0,0,,1951,-7.0,4.248824874860888,3.426185825244511,69,2.3053176998843234,-0.0171164417791104
Mohammad Reza,2.0,2.0,4.0,1,2.0,1,1919,1,3.0,2,1.0,1,1.0,1953,-7.0,4.577934462621757,3.4032921451582543,34,25.41051493186034,0.0782147524541835
Ayatollah Khomeini,2.0,4.0,5.0,0,1.0,1,1902,1,2.0,0,-777.0,0,,1979,-7.0,4.736231757878809,3.8852481077813863,77,10.335598951381616,-0.0281204859219967
Khamenei,1.0,1.0,5.0,0,6.0,1,1939,0,1.0,0,0.0,0,,1989,-7.0,4.753343449144244,3.7245216271185626,50,0.1642744204193104,0.0597774844427683
Rafsanjani,1.0,1.0,5.0,0,6.0,1,1943,0,1.0,0,0.0,0,,1989,-7.0,4.802603770598237,3.7245216271185626,46,7.96183357632258,0.0662531633037903
Khatami,1.0,1.0,5.0,0,6.0,1,1946,0,1.0,0,0.0,0,,1997,-7.0,4.845945643907759,3.909220241172864,51,8.000164274420419,0.068422040604568
Ahmadinejad,1.0,1.0,5.0,0,6.0,1,1956,0,1.0,0,0.0,0,,2005,-7.0,4.8858835756155905,4.117607405631303,49,8.000164274420419,0.0265939794990292
Rouhani,1.0,7.0,15.0,0,8.0,1,1948,0,-888.0,-888,-888.0,0,,2013,-7.0,4.897151145645007,4.210799910396751,65,2.409358166149887,0.0001025767273921
Enver Pasha,2.0,2.0,14.0,0,2.0,1,1881,1,3.0,-999,1.0,0,,1913,-4.0,,3.168202746842631,32,5.70579820256405,-0.0725277212038922
Inonu,1.0,1.0,5.0,0,6.0,1,1884,0,1.0,0,0.0,1,0.0,1938,-4.0,4.3247276156154495,3.344195715871435,54,11.526588499421615,-0.0049041798702278
Menderes,1.0,2.0,7.0,0,1.0,1,1899,0,3.0,6,3.0,0,,1950,-4.0,4.450512715893936,3.317854489331469,51,10.015263831563962,0.0420656784293147
Gursel,2.0,1.0,5.0,0,6.0,1,1895,1,1.0,0,0.0,0,,1960,-4.0,4.462846676786828,3.483016420144132,65,1.456566527717886,-0.0031239723775073
Inonu,1.0,1.0,5.0,1,6.0,1,1884,0,1.0,0,0.0,1,0.0,1961,-4.0,4.504480622116776,3.4802944600030066,77,3.2608472453233124,0.0379715420251489
Urguplu,1.0,1.0,5.0,0,6.0,1,1902,0,1.0,0,0.0,0,,1965,-4.0,4.514252252216873,3.5417040232842885,63,0.700904193789058,0.0985349037632863
Demirel,1.0,2.0,7.0,0,6.0,1,1924,0,3.0,6,0.0,0,,1965,-4.0,4.5632432737317306,3.5417040232842885,41,5.371773547711452,0.0590826390883845
Erim,2.0,1.0,5.0,0,6.0,1,1912,1,1.0,0,0.0,0,,1971,-4.0,4.573949647439397,3.6734816970733473,59,1.0814732677604606,0.0226935312831388
Melen,1.0,1.0,5.0,0,6.0,1,1906,0,1.0,0,0.0,0,,1972,-4.0,4.585499554827704,3.692758818154724,66,0.8980334982922306,0.0245485899776831
Talu,1.0,1.0,5.0,0,6.0,1,1919,0,1.0,0,0.0,0,,1973,-4.0,4.5967393999569355,3.7032913781186614,54,0.7803034969917246,0.06
Ecevit,1.0,1.0,5.0,0,3.0,1,1925,0,1.0,0,2.0,0,,1974,-4.0,4.607774439228889,3.728597243383432,49,0.7830414039987131,0.0683728750233514
Irmak,1.0,1.0,5.0,0,6.0,1,1901,0,1.0,0,0.0,0,,1974,-4.0,4.607774439228889,3.728597243383432,73,0.36687953893646,0.0683728750233514
Demirel,1.0,1.0,5.0,1,6.0,1,1924,0,1.0,0,0.0,0,,1975,-4.0,4.627126539475997,3.7573200965466724,51,2.225918396681657,0.032173456898059
Ecevit,1.0,1.0,5.0,1,3.0,1,1925,0,1.0,0,2.0,0,,1977,-4.0,4.636234397009953,3.7973368007753496,52,0.0821372102096552,0.0125976718226759
Demirel,1.0,1.0,5.0,2,6.0,1,1924,0,1.0,0,0.0,0,,1977,-4.0,4.636234397009953,3.7973368007753496,53,0.4188997720692416,0.0125976718226759
Ecevit,1.0,1.0,5.0,2,3.0,1,1925,0,1.0,0,2.0,0,,1978,-4.0,4.645082787638115,3.8027737252919755,53,1.8617767647521848,-0.0114960629921259
Demirel,1.0,2.0,7.0,3,3.0,1,1924,0,3.0,6,2.0,0,,1979,-4.0,4.653675254033837,3.7926717891415676,55,0.8569648931874029,-0.0215989684074789
Evren,2.0,1.0,5.0,0,6.0,1,1917,1,1.0,0,0.0,0,,1980,-4.0,4.68717764703525,3.7831886910752575,63,3.17323422109968,0.0172570016474464
Ozal,1.0,1.0,5.0,0,6.0,1,1927,0,1.0,0,0.0,0,,1983,-4.0,4.743999300777089,3.8121777741587537,56,5.9084033210812,0.0386037910309754
Akbulut,1.0,1.0,5.0,0,6.0,1,1935,0,1.0,0,0.0,0,,1989,-4.0,4.761479604254821,3.902655475217926,54,1.6208409481371966,0.0416903403403403
Yilmaz,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,1991,-4.0,4.769907018197675,3.937436562008538,44,0.4079481440412876,0.0568300641607442
Demirel,1.0,1.0,5.0,4,6.0,1,1924,0,1.0,0,0.0,0,,1991,-4.0,4.7781720739429066,3.937436562008538,67,1.4866835047947595,0.069696786409797
Erdal Inonu,1.0,1.0,5.0,0,6.0,1,1926,0,1.0,0,0.0,1,1.0,1993,-4.0,4.7862864767687405,3.994110327333818,67,0.1095162802795403,-0.056420510324637
Ciller,1.0,1.0,5.0,0,6.0,0,1946,0,1.0,0,0.0,0,,1993,-4.0,4.802245364374053,3.994110327333818,47,2.69683840188368,0.0263324732379081
Yilmaz,1.0,1.0,5.0,1,6.0,1,1947,0,1.0,0,0.0,0,,1996,-4.0,4.810126227482324,4.027130733457478,49,0.3121213987966899,0.0740093835072206
Erbakan,1.0,2.0,7.0,0,6.0,1,1926,0,3.0,6,0.0,0,,1996,-4.0,4.810126227482324,4.027130733457478,70,1.0048118715647822,0.0370046917536103
Yilmaz,2.0,1.0,5.0,2,6.0,1,1947,1,1.0,0,0.0,0,,1997,-4.0,4.825280150949599,4.058138809222881,50,1.5332279239135642,-0.01227923691649
Ecevit,1.0,1.0,5.0,3,3.0,1,1925,0,1.0,0,2.0,0,,1999,-4.0,4.843067118430293,4.047340049509908,74,3.8522351588328303,0.0135020092410165
Abdullah Gul,1.0,1.0,5.0,0,6.0,1,1950,0,1.0,0,0.0,0,,2002,-4.0,4.8482477312712735,4.070183971957439,52,0.3148593058036784,0.053280217134769
Erdogan,1.0,7.0,15.0,0,8.0,1,1954,0,-888.0,-888,-888.0,0,,2003,-4.0,4.916816060312433,4.092727899235694,49,12.799715257671274,0.0463257652405413
Faisal II,1.0,2.0,7.0,0,1.0,1,1935,0,3.0,6,3.0,0,,1953,6.0,3.8084205724264875,3.530711837981657,18,5.199285406271176,0.0284816342565311
Karrim Kassem,2.0,2.0,7.0,0,1.0,1,1914,1,3.0,6,3.0,0,,1958,6.0,3.873217277437662,3.5992278627737964,44,4.572304701670808,0.0303975842979365
Salem Aref,2.0,4.0,5.0,0,1.0,1,1921,1,2.0,0,-777.0,1,0.0,1963,6.0,3.9159509812907256,3.660675788338524,42,3.175972128106669,0.0415028396679773
Rahmen Aref,1.0,2.0,7.0,0,2.0,1,1916,0,3.0,6,1.0,1,1.0,1966,6.0,3.9448549693992567,3.727378569451489,50,2.2505595597445534,0.0254152616460596
Hassan Al-Bakr,2.0,1.0,5.0,0,5.0,1,1914,1,1.0,0,-666.0,1,0.0,1968,6.0,4.106135663192184,3.759290033024304,54,10.995434540065848,0.0794999604399082
Saddam Hussein,1.0,3.0,13.0,0,3.0,1,1937,0,4.0,9,2.0,1,,1979,6.0,4.426478605908909,4.032175376961363,42,23.732177936576385,-0.0270318638375584
Tommy Ray Franks,3.0,1.0,5.0,0,6.0,1,1945,2,1.0,0,0.0,0,,2003,6.0,4.437668583585061,3.577773494345607,58,0.032854884083862,0.602546083459182
Jay Garner,3.0,1.0,5.0,0,6.0,1,1938,2,1.0,0,0.0,0,,2003,6.0,4.437668583585061,3.577773494345607,65,0.0574960471467586,0.602546083459182
Paul Bremer,3.0,1.0,5.0,0,6.0,1,1941,2,1.0,0,0.0,0,,2003,6.0,4.437668583585061,3.577773494345607,62,1.1307555938862537,0.301273041729591
Iyad Allawi,1.0,1.0,5.0,0,6.0,1,1945,0,1.0,0,0.0,0,,2004,6.0,4.447596288118813,3.7825840214626805,59,0.8460132651594489,0.0626663661497002
al-Jaafari,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,2005,6.0,4.4559970539671445,3.8089809566507076,58,1.04588047666961,0.0524887624762664
al-Maliki,1.0,1.0,5.0,0,6.0,1,1950,0,1.0,0,0.0,0,,2006,6.0,4.5541936826898315,3.852334401288705,56,8.304071952196143,0.0889715586083265
al-Abadi,1.0,7.0,15.0,0,8.0,1,1952,0,-888.0,-888,-888.0,0,,2014,6.0,4.568595857093504,4.107786384315953,62,1.3114574563474952,0.0076851057189669
Naguib,2.0,1.0,5.0,0,2.0,1,1901,1,1.0,0,1.0,0,,1952,-4.0,4.367328911915608,3.156851901070011,51,2.3107935138983,-0.0041811846689895
Nasser,2.0,4.0,5.0,0,1.0,1,1918,1,2.0,0,-777.0,0,,1954,-4.0,4.5260034224141386,3.1513698502474603,36,15.863433198491414,0.0256704304869442
Sadat,1.0,2.0,2.0,0,1.0,1,1918,0,3.0,111,3.0,0,,1970,-4.0,4.64538398686319,3.300812794118117,52,11.022813610135731,0.0546106386526596
Mubarak,1.0,2.0,4.0,0,3.0,1,1929,0,3.0,2,2.0,0,,1981,-4.0,4.932572448914777,3.519696767159853,52,29.32845985886089,0.074826231489876
Tantawi,1.0,1.0,5.0,0,6.0,1,1931,0,1.0,0,0.0,0,,2011,-4.0,4.943690100006165,4.030882953109667,80,1.3826430385291963,0.0013970382788488
Morsi,1.0,2.0,4.0,0,3.0,1,1951,0,3.0,2,2.0,0,,2012,-4.0,4.954834063701632,4.032094713052902,61,1.0075497785717709,0.0003715055261447
Mansour,2.0,1.0,5.0,0,6.0,1,1945,1,1.0,0,0.0,0,,2013,-4.0,4.965982744254574,4.032417278832769,68,0.928150475369104,0.022366589327146
al-Sisi,1.0,7.0,15.0,0,8.0,1,1954,0,-888.0,-888,-888.0,0,,2014,-4.0,4.9771246565868426,4.042023927248867,60,1.563344900990438,0.0064905591866376
"Atassi, H.",2.0,1.0,5.0,2,6.0,1,1875,1,1.0,0,0.0,0,,1954,-9.0,3.595324895238166,3.740678425227455,79,1.5195383888786218,-0.0599563953488372
Kuwatli,1.0,1.0,5.0,1,6.0,1,1891,0,1.0,0,0.0,0,,1955,-9.0,3.630198767490829,3.6852041344710145,64,2.406620259142898,0.0
Nasser (president of UAR),1.0,2.0,7.0,0,6.0,1,1918,0,3.0,6,0.0,0,,1958,-9.0,3.670352835951162,3.6852041344710145,40,3.6551058543296575,0.0106317093311312
Al-kuzbari,2.0,1.0,5.0,0,6.0,1,1914,1,1.0,0,0.0,0,,1961,-9.0,3.6843624341459873,3.7032913781186614,47,0.1752260484472645,0.1982178217821781
El-Kudsi,1.0,2.0,7.0,0,3.0,1,1906,0,3.0,6,2.0,0,,1961,-9.0,3.6843624341459873,3.7032913781186614,55,0.3203351198176554,0.1982178217821781
El-Kudsi,1.0,2.0,7.0,1,3.0,1,1906,0,3.0,6,2.0,0,,1962,-9.0,3.698372003610002,3.781827152932428,56,0.9007714052992192,-0.0323913402743347
"Atassi, L.",2.0,2.0,12.0,0,5.0,1,1926,1,3.0,16,-666.0,0,,1963,-9.0,3.712381635651375,3.767526899408382,37,0.383306980978391,-0.0099060631938514
Al-Hafiz,2.0,2.0,7.0,0,3.0,1,1911,1,3.0,6,2.0,0,,1963,-9.0,3.7404008267714697,3.767526899408382,52,2.584584214597151,-0.0484486194136066
"El-Atassi, N.",2.0,2.0,7.0,0,3.0,1,1929,1,3.0,6,2.0,0,,1966,-9.0,3.7964392369038262,3.6993173010213822,37,4.71467586603421,0.0255395683453237
Al-Khatib,2.0,1.0,5.0,0,6.0,1,1933,1,1.0,0,0.0,0,,1970,-9.0,3.811486596498743,3.751510050270041,37,0.2628390726708967,0.061846535530746
Al-Assad H.,1.0,4.0,5.0,0,1.0,1,1930,0,2.0,0,-777.0,1,0.0,1971,-9.0,4.214777579187338,3.77757180469141,41,29.29834288178402,0.0093239413662661
Bashar al-Assad,1.0,7.0,15.0,0,8.0,1,1965,0,-888.0,-888,-888.0,1,1.0,2000,-9.0,4.2548565184364815,3.8846861650783215,35,15.554049706701711,-0.0376485761407264
