leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,Polity,pop,begin_gdppc,age,tenure,growth_rate
Allende,1.0,2.0,7.0,0,7.0,1,1908,0,3.0,6,3.1,0,,1970,10.0,3.995487553248838,3.9135489579065177,62,2.852899101282025,-0.0115517592027659
Pinochet,2.0,1.0,5.0,0,6.0,1,1915,1,1.0,0,0.0,0,,1973,10.0,4.118231648327027,3.898231384513097,58,16.495889717105758,0.0170425394276026
Aylwin,1.0,1.0,5.0,0,6.0,1,1918,0,1.0,0,0.0,0,,1990,10.0,4.149780333915795,4.008727886652385,72,4.000082137210209,0.0488003743996863
Frei Ruiz-Tagle,1.0,1.0,5.0,0,6.0,1,1942,0,1.0,0,0.0,0,,1994,10.0,4.184259475414301,4.103548920542536,52,6.001492159318809,0.028352649857983
Ricardo Lagos Escobar,1.0,1.0,5.0,0,6.0,1,1928,0,1.0,0,0.0,1,1.0,2000,10.0,4.211729351232109,4.182175562022414,72,5.996016345304832,0.0296832203744269
Michelle Bachelet,1.0,1.0,5.0,0,6.0,0,1951,0,1.0,0,0.0,0,,2006,10.0,4.2303455646209835,4.253357468165569,55,4.000082137210209,0.0110379450572725
Sebastian Piñera,1.0,1.0,5.0,0,6.0,1,1949,0,1.0,0,0.0,0,,2010,10.0,4.248391842974608,4.276688021862747,61,4.000082137210209,0.0256496275355962
Michelle Bachelet,1.0,7.0,15.0,1,8.0,0,1951,0,-888.0,-888,-888.0,0,,2014,10.0,4.252836966396781,4.329092647195331,63,1.8070186246124151,0.0059526599484415
Roca,1.0,1.0,5.0,0,6.0,1,1843,0,1.0,0,0.0,1,0.0,1880,9.0,,3.4077307280263356,37,6.056250299458579,0.0678250181574389
Celman,1.0,1.0,5.0,0,6.0,1,1844,0,1.0,0,0.0,1,,1886,9.0,3.5284024379536176,3.5764565324056203,42,3.813904460734991,0.0053036329885972
Pellegrini,1.0,1.0,5.0,0,6.0,1,1846,0,1.0,0,0.0,0,,1890,9.0,,3.585573518622731,44,2.1875876985838176,0.0346230416342075
L.S. Pena,1.0,1.0,5.0,0,5.0,1,1822,0,1.0,0,-666.0,1,0.0,1892,9.0,,3.628491104967123,70,2.280676536821427,0.0888418411354191
J. Evaristo Uriburu,1.0,1.0,5.0,0,6.0,1,1831,0,1.0,0,0.0,1,0.0,1895,9.0,,3.7311050512159203,64,3.718077715490393,-0.0298569836552748
Roca,1.0,1.0,5.0,1,6.0,1,1843,0,1.0,0,0.0,1,1.0,1898,9.0,3.7367947549243605,3.6758699553189564,55,5.99875425231182,0.0121282429867116
Quintana,1.0,4.0,5.0,0,1.0,1,1835,0,2.0,0,-777.0,0,,1904,9.0,3.7694511794020378,3.7063763558396903,69,1.41276001560607,0.0513173417223751
Alcorta,1.0,1.0,5.0,0,6.0,1,1860,0,1.0,0,0.0,0,,1906,9.0,3.834802054048699,3.7488080049586023,46,4.585994236705751,0.0172610556348074
R.S. Pena,1.0,5.0,5.0,0,6.0,1,1851,0,2.1,0,0.0,1,1.0,1910,9.0,3.8838317133294527,3.784759894664005,59,2.984318637617473,-0.0021886627270737
de la Plaza,1.0,1.0,5.0,0,6.0,1,1840,0,1.0,0,0.0,0,,1913,9.0,3.9151887051731564,3.781898919351149,73,3.017173521701336,-0.0464722405816259
Irigoyen,1.0,1.0,5.0,0,6.0,1,1852,0,1.0,0,0.0,0,,1916,9.0,3.9716468820643067,3.692582562274909,64,5.99875425231182,0.0293958460185373
de Alvear,1.0,1.0,5.0,0,6.0,1,1868,0,1.0,0,0.0,0,,1922,9.0,4.052386095389375,3.763128376799137,54,6.001492159318809,0.025732031943212
Irigoyen,1.0,2.0,7.0,1,3.0,1,1852,0,3.0,6,2.0,0,,1928,9.0,4.0754009555138975,3.835056101720116,76,1.9001074628500243,-0.0246345029239766
J. Felix Uriburu,2.0,1.0,5.0,0,2.0,1,1868,1,1.0,0,1.0,1,1.0,1930,9.0,4.093491727010932,3.8131137540078988,62,1.456566527717886,-0.0683530678148546
Justo,1.0,1.0,5.0,0,6.0,1,1876,0,1.0,0,0.0,0,,1932,9.0,4.1374807093841355,3.7492724082984203,56,6.001492159318809,0.0223166573362512
Ortiz,1.0,5.0,5.0,0,1.0,1,1886,0,2.1,0,-777.0,0,,1938,9.0,4.165481742822164,3.812311609131124,52,4.334106792062808,0.0104144199661069
Castillo,1.0,2.0,7.0,0,6.0,1,1873,0,3.0,6,0.0,0,,1942,9.0,4.172515363010772,3.834357112718405,69,0.939102103397058,-0.0238687948455117
Rawson,2.0,2.0,12.0,0,2.0,1,1885,1,3.0,16,1.0,0,,1943,9.0,4.1798389280231865,3.8238653093245114,58,0.005475814013977,0.0949594959495949
Ramirez,2.0,1.0,5.0,0,6.0,1,1884,1,1.0,0,0.0,0,,1943,9.0,4.1798389280231865,3.8238653093245114,59,0.717331635830989,0.0949594959495949
Farrell,1.0,1.0,5.0,0,6.0,1,1887,0,1.0,0,0.0,0,,1944,9.0,4.1946253294838645,3.8632633636504807,57,2.234132117702622,0.0062565648262318
Peron,1.0,2.0,7.0,0,2.0,1,1895,0,3.0,6,1.0,1,0.0,1946,9.0,4.277100620189612,3.871339381099861,51,9.295194288725984,0.0122646584185045
Lonardi,2.0,2.0,7.0,0,2.0,1,1896,1,3.0,6,1.0,0,,1955,9.0,4.2849157672364475,3.9215824403934163,59,0.1478469783773794,0.009103977000479
Aramburu,2.0,1.0,5.0,0,6.0,1,1903,1,1.0,0,0.0,0,,1955,9.0,4.2998675504689805,3.9215824403934163,52,2.464116306289657,0.0293483469094394
Frondizi,1.0,2.0,7.0,0,3.0,1,1908,0,3.0,6,2.0,0,,1958,9.0,4.328048822401576,3.958229314188382,50,3.909731205979589,-0.0009358141583177
Guido,1.0,1.0,5.0,0,6.0,1,1910,0,1.0,0,0.0,0,,1962,9.0,4.334783428413925,3.9566005882131767,52,1.5387037379275412,-0.0195601723947397
Arturo Illia,1.0,2.0,7.0,0,6.0,1,1900,0,3.0,6,0.0,0,,1963,9.0,4.3543313709982,3.9392695863387313,63,2.7105279369186226,0.0529423040061337
Ongania,2.0,2.0,7.0,0,6.0,1,1914,1,3.0,6,0.0,0,,1966,9.0,4.379528736699473,4.003288158826075,52,3.94532399707044,0.0387802699483922
Lanusse,2.0,1.0,5.0,0,6.0,1,1918,1,1.0,0,0.0,0,,1970,9.0,4.386745310970312,4.065915668188592,52,0.027379070069885,0.0312741644471175
Levingston,1.0,2.0,12.0,0,3.0,1,1920,0,3.0,16,2.0,0,,1970,9.0,4.386745310970312,4.065915668188592,50,0.7584002409358166,0.0312741644471175
Lanusse,2.0,1.0,5.0,1,6.0,1,1918,1,1.0,0,0.0,0,,1971,9.0,4.401569899837165,4.07928980609866,53,2.168422349534898,0.0191063345274792
Campora,1.0,1.0,5.0,0,6.0,1,1909,0,1.0,0,0.0,0,,1973,9.0,4.409025920474088,4.103495844109766,64,0.1341574433424368,0.046726026317863
Lastiri,1.0,1.0,5.0,0,6.0,1,1915,0,1.0,0,0.0,0,,1973,9.0,4.409025920474088,4.103495844109766,58,0.2491495376359541,0.046726026317863
Peron,1.0,4.0,5.0,1,1.0,1,1895,0,2.0,0,-777.0,1,0.0,1973,9.0,4.409025920474088,4.103495844109766,78,0.717331635830989,0.046726026317863
"Peron, Isabel",1.0,2.0,7.0,0,3.0,0,1931,0,3.0,6,2.0,1,1.0,1974,9.0,4.423758202998801,4.1233288669263475,43,1.7440467634516794,-0.0221318879855464
Videla,2.0,1.0,5.0,0,6.0,1,1925,1,1.0,0,0.0,0,,1976,9.0,4.460115709378327,4.103666913746792,51,4.999418194761015,-0.008994959042218
Viola,1.0,5.0,5.0,0,6.0,1,1924,0,2.1,0,0.0,0,,1981,9.0,4.467312062980552,4.083681747274301,57,0.6461460536492878,-0.0474226804123711
Liendo,1.0,2.0,12.0,0,6.0,1,1924,0,3.0,16,0.0,0,,1981,9.0,4.467312062980552,4.083681747274301,57,0.0574960471467586,-0.0474226804123711
Galtieri,2.0,2.0,12.0,0,3.0,1,1926,1,3.0,16,2.0,0,,1981,9.0,4.467312062980552,4.083681747274301,55,0.5119886103068509,-0.0474226804123711
Saint-Jean,2.0,1.0,5.0,0,6.0,1,1926,1,1.0,0,0.0,0,,1982,9.0,4.4739830232103355,4.062581984228163,56,0.0355927910908505,0.0194805194805194
Bignone,1.0,1.0,5.0,0,3.0,1,1928,0,1.0,0,2.0,0,,1982,9.0,4.4739830232103355,4.062581984228163,54,1.4428769926829434,0.0097402597402597
Alfonsin,1.0,1.0,5.0,0,6.0,1,1926,0,1.0,0,0.0,0,,1983,9.0,4.512844426120799,4.070960915800934,57,5.57711657323559,-0.0195612172682236
Menem,1.0,1.0,5.0,0,6.0,1,1930,0,1.0,0,0.0,0,,1989,9.0,4.567307691490297,4.01674092728626,59,10.423211975605248,0.0366053401327816
de la Rua,1.0,1.0,5.0,0,6.0,1,1937,0,1.0,0,0.0,0,,1999,9.0,4.576798122260676,4.163692949898364,62,2.0315269991854725,-0.0211703011565032
Ramon Puerta,1.0,1.0,5.0,0,6.0,1,1951,0,1.0,0,0.0,0,,2001,9.0,4.581294801729409,4.135195675182275,50,0.005475814013977,-0.1140646328177572
Adolfo Rodriguez Saa,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,2001,9.0,4.581294801729409,4.135195675182275,54,0.0246411630628965,-0.1140646328177572
Eduardo Duhalde,1.0,1.0,5.0,0,6.0,1,1941,0,1.0,0,0.0,0,,2002,9.0,4.5857978162513815,4.082597714563707,61,1.390856759550162,0.0410835414783483
Nestor Kirchner,1.0,1.0,5.0,0,6.0,1,1950,0,1.0,0,0.0,0,,2003,9.0,4.603518113098885,4.116892034118053,53,4.544925631600923,0.07339809062338
Fernandez de Kirchner,1.0,1.0,5.0,0,9.0,0,1953,0,1.0,0,-999.0,0,,2007,9.0,4.638242401217754,4.252657515640427,54,8.000164274420419,0.0099986442935974
Mauricio Macri,1.0,7.0,15.0,0,8.0,0,1959,0,-888.0,-888,-888.0,0,,2015,9.0,4.642338948544563,4.2900791521022015,56,0.0574960471467586,-0.0321505486616757
Jules Malou,1.0,1.0,5.0,0,6.0,1,1810,0,1.0,0,0.0,0,,1871,8.0,3.735758537443739,3.6309361190641916,61,6.532646118674579,0.0138345864661654
Walthere Frere-Orban,1.0,1.0,5.0,1,6.0,1,1812,0,1.0,0,0.0,0,,1878,8.0,3.763951826033324,3.6710802327388494,66,5.993278438297844,0.0110186962394256
Jules Malou,1.0,1.0,5.0,1,6.0,1,1810,0,1.0,0,0.0,0,,1884,8.0,3.769081787118219,3.69888313675259,74,0.361403724922483,0.0006001200240048
Auguste Marie Franaois Beernaert,1.0,1.0,5.0,0,6.0,1,1829,0,1.0,0,0.0,0,,1884,8.0,3.8041394323353503,3.69888313675259,55,9.412924290026488,0.0105821164232846
Jules Philippe Marie de Burlet,1.0,1.0,5.0,0,1.0,1,1844,0,1.0,0,-777.0,0,,1894,8.0,3.8125122842899826,3.742568034366142,50,1.919272811898944,0.0119392185238784
Paul de Smet de Nayer,1.0,1.0,5.0,0,6.0,1,1843,0,1.0,0,0.0,0,,1896,8.0,3.823604628355158,3.7528164311882715,53,2.913133055435772,0.0098939929328621
Julius Vandenpeereboom,1.0,1.0,5.0,0,6.0,1,1843,0,1.0,0,0.0,0,,1899,8.0,3.827304641089735,3.7655195430979527,56,0.528416052348782,0.0204186684969114
Paul de Smet de Nayer,1.0,1.0,5.0,1,6.0,1,1843,0,1.0,0,0.0,0,,1899,8.0,3.865577707419929,3.7655195430979527,56,7.737325201749522,0.0094371997254632
Jules de Trooz,1.0,4.0,5.0,0,1.0,1,1857,0,2.0,0,-777.0,0,,1907,8.0,3.8698768132667665,3.7971289877965524,50,0.6653114026982073,0.0001595405232928
Frans Schollaert,1.0,1.0,5.0,0,6.0,1,1851,0,1.0,0,0.0,0,,1908,8.0,3.876044550246095,3.797198269838959,57,3.436073293770577,0.0136784176104641
"Charles, baron de Broqueville",1.0,3.0,14.0,0,2.0,1,1860,0,4.0,-999,1.0,0,,1911,8.0,3.8877860348383715,3.82033284489941,51,3.123951894973888,-0.0135738052026618
Von der Golt,3.0,1.0,5.0,0,6.0,1,1843,2,1.0,0,0.0,0,,1914,8.0,3.8898057518680855,3.7960884286806684,71,0.2546253516499312,-0.0164720933951703
Von Bissing,1.0,4.0,5.0,0,1.0,1,1844,0,2.0,0,-777.0,0,,1914,8.0,3.8881233072979087,3.7960884286806684,70,2.390192817100967,-0.034330188176342
Von Falkenhausen,1.0,3.0,14.0,0,6.0,1,1844,0,4.0,-999,0.0,0,,1917,8.0,3.884228769632604,3.748885440009517,73,1.5660828079974265,-0.0935104296666072
Geraard Cooreman,1.0,1.0,5.0,0,6.0,1,1852,0,1.0,0,0.0,0,,1918,8.0,3.882410684373968,3.658964842664435,66,0.005475814013977,0.1846491228070175
Delacroix,1.0,1.0,5.0,0,6.0,1,1876,0,1.0,0,0.0,0,,1918,8.0,3.8780619812900126,3.658964842664435,42,1.9493897889758172,0.1924342105263158
de Wiart,1.0,1.0,5.0,0,6.0,1,1869,0,1.0,0,0.0,0,,1920,8.0,3.875292825371008,3.8003733548913496,51,1.002073964557794,0.0118764845605701
Theunis,1.0,1.0,5.0,0,6.0,1,1873,0,1.0,0,0.0,0,,1921,8.0,3.890923771489014,3.810568529216413,48,3.304653757435129,0.0376256767208043
van der Vyvere,1.0,1.0,5.0,0,6.0,1,1871,0,1.0,0,0.0,0,,1925,8.0,3.8945375849957466,3.8714561740229536,54,0.0246411630628965,0.0252756117235815
Poullet,1.0,5.0,5.0,0,6.0,1,1868,0,2.1,0,0.0,0,,1925,8.0,3.8945375849957466,3.8714561740229536,57,0.8843439632572879,0.0252756117235815
Jasper,1.0,1.0,5.0,0,6.0,1,1870,0,1.0,0,0.0,0,,1926,8.0,3.909876817990393,3.882296800937652,56,5.002156101768003,0.0026444619284902
Renkin,1.0,1.0,5.0,0,6.0,1,1862,0,1.0,0,0.0,0,,1931,8.0,3.9130717403092508,3.889133555966724,69,1.3716914105012423,-0.0260746095262682
"Charles, baron de Broqueville",1.0,1.0,5.0,1,6.0,1,1860,0,1.0,0,0.0,0,,1932,8.0,3.9170851906405675,3.8658735282078145,72,2.058906069255358,0.0012710517953606
Theunis,1.0,1.0,5.0,1,6.0,1,1873,0,1.0,0,0.0,0,,1934,8.0,3.9184497424011577,3.8675264111997434,61,0.3285488408386209,0.0583367250033917
van ZeeLand,1.0,1.0,5.0,0,6.0,1,1893,0,1.0,0,0.0,0,,1935,8.0,3.92147838037569,3.892150277901364,42,2.584584214597151,0.0045720634106738
Janson,1.0,1.0,5.0,0,6.0,1,1872,0,1.0,0,0.0,0,,1937,8.0,3.922932956555212,3.8980666606416348,65,0.4654441911880463,-0.0260495700556399
Spaak,1.0,1.0,5.0,0,6.0,1,1899,0,1.0,0,0.0,0,,1938,8.0,3.9238654751855013,3.8866035142867124,39,0.7392348918868971,0.065827057907037
Pierlot,1.0,3.0,13.0,0,2.0,1,1883,0,4.0,9,1.0,0,,1939,8.0,3.92147838037569,3.914290255665949,56,1.2977679213125526,-0.0570715068826897
Pierlot,1.0,1.0,5.0,1,6.0,1,1883,0,1.0,0,0.0,0,,1944,8.0,3.9211139738366807,3.816506437046357,61,0.4298514000971957,0.0538602380225816
van Acker,1.0,1.0,5.0,0,6.0,1,1898,0,1.0,0,0.0,0,,1945,8.0,3.922569768985712,3.839289456006147,47,1.0185014065997249,0.0277978862024033
Spaak,1.0,1.0,5.0,1,6.0,1,1899,0,1.0,0,0.0,0,,1946,8.0,3.926856708949692,3.8627870982353443,47,0.0246411630628965,0.0493759429433549
van Acker,1.0,1.0,5.0,1,6.0,1,1898,0,1.0,0,0.0,0,,1946,8.0,3.926856708949692,3.8627870982353443,48,0.2737907006988507,0.0493759429433549
Huysman,1.0,1.0,5.0,0,6.0,1,1871,0,1.0,0,0.0,0,,1946,8.0,3.926856708949692,3.8627870982353443,75,0.6078153555514487,0.0493759429433549
Spaak,1.0,1.0,5.0,2,6.0,1,1899,0,1.0,0,0.0,0,,1947,8.0,3.9352048674265814,3.88371820196396,48,2.277938629814438,0.0273166906286759
"Eyskens, G.",1.0,1.0,5.0,0,6.0,1,1905,0,1.0,0,0.0,1,0.0,1949,8.0,3.9364820237490945,3.9179254220647413,44,0.6023395415374717,0.0517033099782555
Duvieusart,1.0,1.0,5.0,0,6.0,1,1900,0,1.0,0,0.0,0,,1950,8.0,3.938438962910252,3.9398186628213794,50,0.1752260484472645,0.0522628072593613
Pholien,1.0,1.0,5.0,0,6.0,1,1884,0,1.0,0,0.0,0,,1950,8.0,3.9410343909203913,3.9398186628213794,66,1.401808387578116,0.0188950149322306
van Houtte,1.0,1.0,5.0,0,6.0,1,1907,0,1.0,0,0.0,0,,1952,8.0,3.9454380554217177,3.9559281568969507,45,2.2396079317165998,0.0212137981922154
van Acker,1.0,1.0,5.0,2,6.0,1,1898,0,1.0,0,0.0,0,,1954,8.0,3.956778464218674,3.9827233876685453,56,4.112336324496739,0.0136940686784599
"Eyskens, G.",1.0,1.0,5.0,1,6.0,1,1905,0,1.0,0,0.0,1,0.0,1958,8.0,3.9621703766002345,4.011485859999405,53,2.7543344490304387,0.0419750681729645
Lefevre,1.0,1.0,5.0,0,6.0,1,1914,0,1.0,0,0.0,0,,1961,8.0,3.9753444812627783,4.062995401186467,47,4.254707488860141,0.0360176455323933
Harmel,1.0,1.0,5.0,0,6.0,1,1911,0,1.0,0,0.0,0,,1965,8.0,3.9780800376112615,4.134909879131878,54,0.544843494390713,0.0253609909843874
Vanden Boeynants,1.0,1.0,5.0,0,6.0,1,1919,0,1.0,0,0.0,0,,1966,8.0,3.98180954983989,4.145786670174155,47,2.245083745730576,0.0243048109228679
"Eyskens, G.",1.0,1.0,5.0,2,6.0,1,1905,0,1.0,0,0.0,1,0.0,1968,8.0,3.9884876090089127,4.176351757603071,63,4.610635399768647,0.0584982343926977
Leburton,1.0,1.0,5.0,0,6.0,1,1915,0,1.0,0,0.0,0,,1973,8.0,3.989796758657382,4.287779343039739,58,1.240271874165794,0.0194339914428578
Tindemans,1.0,1.0,5.0,0,6.0,1,1922,0,1.0,0,0.0,0,,1974,8.0,3.9925402634747873,4.304339704892339,52,4.487429584454164,0.0144097652954894
Vanden Boeynants,1.0,1.0,5.0,1,6.0,1,1919,0,1.0,0,0.0,0,,1978,8.0,3.9928715011149007,4.334554270647249,59,0.4517546561531038,0.0226336496181438
Martens,1.0,1.0,5.0,0,6.0,1,1936,0,1.0,0,0.0,0,,1979,8.0,3.9935420355530082,4.344274349672465,43,2.0096237431295645,0.0100479768262877
"Eyskens, M.",1.0,1.0,5.0,0,6.0,1,1933,0,1.0,0,0.0,1,1.0,1981,8.0,3.9937140459978386,4.357172257723033,48,0.6981662867820695,0.0136643233743409
Martens,1.0,1.0,5.0,1,6.0,1,1936,0,1.0,0,0.0,0,,1981,8.0,4.002040922408592,4.357172257723033,45,10.220606857088098,0.0217270083080364
Dehaene,1.0,1.0,5.0,0,6.0,1,1940,0,1.0,0,0.0,0,,1992,8.0,4.00980771204607,4.450242544570888,52,7.345804499750166,0.0193801718911085
Verhofstadt,1.0,1.0,5.0,0,6.0,1,1953,0,1.0,0,0.0,0,,1999,8.0,4.029872526271077,4.512840086087636,46,8.690116840181524,0.0189178480488895
Leterme,1.0,1.0,5.0,0,6.0,1,1960,0,1.0,0,0.0,0,,2008,8.0,4.033366837867638,4.581122681701298,48,0.7803034969917246,-0.0293488174534198
van Rompuy,1.0,1.0,5.0,0,6.0,1,1947,0,1.0,0,0.0,0,,2008,8.0,4.033366837867638,4.581122681701298,61,0.9035093123062076,-0.0293488174534198
Leterme,1.0,1.0,5.0,1,6.0,1,1960,0,1.0,0,0.0,0,,2009,8.0,4.042984907544276,4.56818586968148,49,2.028789092178484,0.0101927207380513
Di Rupo,1.0,1.0,5.0,0,6.0,1,1951,0,1.0,0,0.0,0,,2011,8.0,4.049653228185651,4.58126680527367,60,2.847423287268048,0.0008567182446018
Charles Michel,1.0,7.0,15.0,0,8.0,1,1975,0,-888.0,-888,-888.0,0,,2014,8.0,4.052169711874057,4.582381577336719,39,1.2211065251168745,0.0044600816155697
Bech,1.0,1.0,5.0,1,6.0,1,1887,0,1.0,0,0.0,0,,1953,10.0,2.491769179042039,4.122412495411281,66,4.241017953825199,0.0277157513578756
Frieden,1.0,4.0,5.0,0,1.0,1,1892,0,2.0,0,-777.0,0,,1958,10.0,2.494334120971888,4.178775572045411,66,0.9007714052992192,0.0191479493805075
Werner,1.0,1.0,5.0,0,6.0,1,1913,0,1.0,0,0.0,0,,1959,10.0,2.550289516984764,4.187012807018954,46,15.222762958856103,0.0370603627616694
Thorn G.,1.0,1.0,5.0,0,6.0,1,1928,0,1.0,0,0.0,0,,1974,10.0,2.5599066250361124,4.389219260025097,46,5.092507032998625,0.002265028771987
Werner,1.0,1.0,5.0,1,6.0,1,1913,0,1.0,0,0.0,0,,1979,10.0,2.563803719892276,4.395081651173945,66,5.004894008774992,0.016555269232834
Santer,1.0,1.0,5.0,0,6.0,1,1937,0,1.0,0,0.0,0,,1984,10.0,2.612592357372275,4.436210369087054,47,10.502611278807915,0.0450685226065733
Juncker,1.0,1.0,5.0,0,6.0,1,1954,0,1.0,0,0.0,0,,1995,10.0,2.736354688383244,4.611070469035474,41,18.872392999171783,0.0162029966723117
Xavier Bettel,1.0,7.0,15.0,0,8.0,1,1973,0,-888.0,-888,-888.0,0,,2013,10.0,2.7568400729517477,4.727630709225761,40,2.0725956042903,0.0159829747929577
Petipierre,1.0,1.0,5.0,0,6.0,1,1899,0,1.0,0,0.0,0,,1950,-9.0,2.4528578049701655,2.7810369386211318,51,0.9965981505438168,0.0314569536423841
von Steiger,1.0,1.0,5.0,1,6.0,1,1881,0,1.0,0,0.0,0,,1951,-9.0,2.4627617543433153,2.7944880466591697,70,0.9965981505438168,0.0080256821829856
Kobelt,1.0,1.0,5.0,1,6.0,1,1891,0,1.0,0,0.0,0,,1952,-9.0,2.4727930045532847,2.797959643737196,61,0.9993360575508052,0.015923566878981
Etter,1.0,1.0,5.0,3,6.0,1,1891,0,1.0,0,0.0,0,,1953,-9.0,2.482955006190982,2.8048206787211623,62,0.9965981505438168,0.031347962382445
Rubattel,1.0,1.0,5.0,0,6.0,1,1896,0,1.0,0,0.0,0,,1954,-9.0,2.493243290519642,2.8182258936139557,58,0.9965981505438168,0.0075987841945288
Petipierre,1.0,1.0,5.0,1,6.0,1,1899,0,1.0,0,0.0,0,,1955,-9.0,2.5036599666152792,2.821513528404773,56,0.9965981505438168,0.0150829562594267
Feldmann,1.0,1.0,5.0,0,6.0,1,1897,0,1.0,0,0.0,0,,1956,-9.0,2.5142036338832843,2.828015064223977,59,0.9993360575508052,0.013372956909361
Streuli,1.0,1.0,5.0,0,6.0,1,1892,0,1.0,0,0.0,0,,1957,-9.0,2.5248334421765954,2.833784374656479,65,0.9965981505438168,0.002932551319648
Holenstein,1.0,1.0,5.0,0,6.0,1,1896,0,1.0,0,0.0,0,,1958,-9.0,2.535548544601636,2.835056101720116,62,0.9965981505438168,0.0321637426900585
Chaudet,1.0,1.0,5.0,0,6.0,1,1901,0,1.0,0,0.0,0,,1959,-9.0,2.5463476807141205,2.8488047010518036,58,0.9965981505438168,0.1090651558073654
Petipierre,1.0,1.0,5.0,2,6.0,1,1899,0,1.0,0,0.0,0,,1960,-9.0,2.557236435360423,2.8937617620579434,61,0.9993360575508052,0.0996168582375478
Friedrich,1.0,1.0,5.0,0,6.0,1,1899,0,1.0,0,0.0,0,,1961,-9.0,2.5682087666231133,2.935003151453655,62,0.9965981505438168,0.1811846689895471
Chaudet,1.0,1.0,5.0,1,6.0,1,1901,0,1.0,0,0.0,0,,1962,-9.0,2.5792415332479544,3.0073209529227447,61,0.9965981505438168,0.0294985250737462
Spuhler,1.0,1.0,5.0,0,6.0,1,1902,0,1.0,0,0.0,0,,1963,-9.0,2.590336832715318,3.0199466816788423,61,0.9965981505438168,0.119388729703916
von Moos,1.0,1.0,5.0,0,6.0,1,1910,0,1.0,0,0.0,0,,1964,-9.0,2.6014961283524305,3.068927611682072,54,0.9993360575508052,0.1262798634812287
Tschudi,1.0,1.0,5.0,0,6.0,1,1923,0,1.0,0,0.0,0,,1965,-9.0,2.6127213561874374,3.12057393120585,42,0.9965981505438168,0.0159090909090908
Schaffner,1.0,1.0,5.0,0,6.0,1,1908,0,1.0,0,0.0,0,,1966,-9.0,2.6239621887547298,3.127428777851599,58,0.9965981505438168,0.0671140939597314
Bonvin,1.0,1.0,5.0,0,6.0,1,1907,0,1.0,0,0.0,0,,1967,-9.0,2.635279620656916,3.1556396337597765,60,0.9965981505438168,-0.0712788259958071
Spuhler,1.0,1.0,5.0,1,6.0,1,1902,0,1.0,0,0.0,0,,1968,-9.0,2.646675197953475,3.123524980942732,66,0.9993360575508052,0.0158013544018058
von Moos,1.0,1.0,5.0,1,6.0,1,1910,0,1.0,0,0.0,0,,1969,-9.0,2.658149776146993,3.130333768495006,59,0.9965981505438168,0.2622222222222221
Tschudi,1.0,1.0,5.0,1,6.0,1,1923,0,1.0,0,0.0,0,,1970,-9.0,2.6697035745362663,3.2314695904306814,47,0.9965981505438168,0.0105633802816902
Gnagi,1.0,1.0,5.0,0,6.0,1,1917,0,1.0,0,0.0,0,,1971,-9.0,2.681336228904184,3.236033147117636,54,0.9965981505438168,0.0969802555168408
Nello Celio,1.0,1.0,5.0,0,6.0,1,1914,0,1.0,0,0.0,0,,1972,-9.0,2.693051245078178,3.2762319579218335,58,0.9993360575508052,0.0068819481206987
Bonvin,1.0,1.0,5.0,1,6.0,1,1907,0,1.0,0,0.0,0,,1973,-9.0,2.704846889305493,3.279210512601395,66,0.9965981505438168,0.1587802313354362
Brugger,1.0,1.0,5.0,0,6.0,1,1914,0,1.0,0,0.0,0,,1974,-9.0,2.7167243418027565,3.3432115901797474,60,0.9965981505438168,0.295825771324864
Graber,1.0,1.0,5.0,0,6.0,1,1908,0,1.0,0,0.0,0,,1975,-9.0,2.7288551635030007,3.455758203104137,67,0.9965981505438168,0.100140056022409
Gnagi,1.0,1.0,5.0,1,6.0,1,1917,0,1.0,0,0.0,0,,1976,-9.0,2.7414825139136023,3.4972061807039547,59,0.9993360575508052,-0.0187778485041374
Furgler,1.0,1.0,5.0,0,6.0,1,1924,0,1.0,0,0.0,0,,1977,-9.0,2.754613571928309,3.488973524726508,53,0.9965981505438168,-0.0171910476808303
Ritschard,1.0,1.0,5.0,0,6.0,1,1918,0,1.0,0,0.0,0,,1978,-9.0,2.7695922043618895,3.481442628502305,60,0.9965981505438168,-0.0132013201320132
Hurlimann,1.0,1.0,5.0,0,6.0,1,1918,0,1.0,0,0.0,0,,1979,-9.0,2.7863652109312222,3.4756711883244296,61,0.9965981505438168,-0.0147157190635451
Chevallaz,1.0,1.0,5.0,0,6.0,1,1915,0,1.0,0,0.0,0,,1980,-9.0,2.800219278531066,3.469232742506612,65,0.9993360575508052,0.0349626612355735
Furgler,1.0,1.0,5.0,1,6.0,1,1924,0,1.0,0,0.0,0,,1981,-9.0,2.8128224793668415,3.484157424365381,57,0.9965981505438168,-0.01443096097081
Honegger,1.0,1.0,5.0,0,6.0,1,1917,0,1.0,0,0.0,0,,1982,-9.0,2.827712953496433,3.4778444763387584,65,0.9965981505438168,-0.0389351081530782
Aubert,1.0,1.0,5.0,0,6.0,1,1927,0,1.0,0,0.0,0,,1983,-9.0,2.842931720783087,3.4605971888976015,56,0.9965981505438168,-0.0103878116343489
