obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,deathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,yrbegin,yrend,age,tenure,Country,Polity datasets IV category,end_gdppc,pop
CAN-1968,81de78f7-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pierre Trudeau,1968-04-20,1968-04-20,1979-06-04,1979-06-04,Regular,Regular,Regular,0,OK,M,1919,2000,1919-10-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FTrudeau&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=w4_-YXRnusU30RhiSPp87RPt4ZI3h33z8sN7421A2Kw&e=,0,1.0,0,0.0,Father of Justin Trudeau%43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,0.0,1968,1979,49,11.12137826238732, Canada,Democracy,25775.0,24276.9
CAN-1980,81de78f7-1e42-11e4-b4cd-db5882bf8def,20,CAN,Pierre Trudeau,1980-03-03,1980-03-03,1984-06-30,1984-06-30,Regular,Regular,Regular,1,OK,M,1919,2000,1919-10-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pierre-5FTrudeau&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=w4_-YXRnusU30RhiSPp87RPt4ZI3h33z8sN7421A2Kw&e=,0,1.0,0,0.0,Father of Justin Trudeau%43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,0.0,1980,1984,61,4.325893071041842, Canada,Democracy,26836.0,25701.8
CUB-1902,81deda9e-1e42-11e4-b4cd-db5882bf8def,40,CUB,Palma,1902-05-20,1902-05-20,1906-09-28,1906-09-28,Regular,Irregular,Unknown,0,OK,M,1835,1908,1835-07-09,,,0,3.0,-999,0.0,,,1902,1906,67,4.358747955125704, Cuba,Anocracy,1913.0,1979.0
CUB-1909,81deda9f-1e42-11e4-b4cd-db5882bf8def,40,CUB,Gomez,1909-01-28,1909-01-28,1913-05-20,1913-05-20,Regular,Regular,Regular,0,OK,M,1858,1921,1858-07-06,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jos-25C3-25A9-5FMiguel-5FG-25C3-25B3mez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1NF5x1Zu_N6SeSZ0Sl-F8t5Jd6hSEWbXstJtm8tflaw&e=,0,1.0,0,0.0,Father of Gomez y Arias%81df3c45-1e42-11e4-b4cd-db5882bf8def,0.0,1909,1913,51,4.306727721992923, Cuba,Anocracy,2120.0,2431.0
CUB-1913,81dedaa0-1e42-11e4-b4cd-db5882bf8def,40,CUB,Menocal,1913-05-20,1913-05-20,1921-05-20,1921-05-20,Regular,Regular,Regular,0,Exile,M,1868,1941,1868-12-17,,,0,1.0,0,1.0,,,1913,1921,45,8.000164274420419, Cuba,Anocracy,2302.0,3083.0
CUB-1921,81df0b70-1e42-11e4-b4cd-db5882bf8def,40,CUB,Zyas y Alfonso,1921-05-20,1921-05-20,1925-05-20,1925-05-20,Regular,Regular,Regular,0,OK,M,1861,1934,1861-09-21,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfredo-5FZayas-5Fy-5FAlfonso&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qVE_rcLPA754FWe1nuWY7rwfVNVECGVzH49nyW6jN_s&e=,0,1.0,0,0.0,,,1921,1925,60,4.000082137210209, Cuba,Anocracy,2560.0,3432.0
CUB-1925,81df0b71-1e42-11e4-b4cd-db5882bf8def,40,CUB,Machado Morales,1925-05-20,1925-05-20,1933-08-12,1933-08-12,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1871,1939,1871-09-28,,,0,3.0,6,1.0,,,1925,1933,54,8.230148463007454, Cuba,Anocracy,1551.0,4060.0
CUB-1934-2,81df0b75-1e42-11e4-b4cd-db5882bf8def,40,CUB,Mendieta,1934-01-18,1934-01-18,1935-12-12,1935-12-12,Irregular,Regular,Regular,0,OK,M,1873,1960,1873-11-04,,,1,1.0,0,0.0,,,1934,1935,61,1.897369555843036, Cuba,Anocracy,1809.0,4221.0
CUB-1936-2,81df3c46-1e42-11e4-b4cd-db5882bf8def,40,CUB,Laredo Bru,1936-12-28,1936-12-28,1940-10-10,1940-10-10,Regular,Regular,Regular,0,OK,M,1875,1946,1875-04-23,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Federico-5FLaredo-5FBr-25C3-25BA&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Rq7KVvMy39C5SnmdtY7Gu0C2BRV1pS8qMybPSXwET2w&e=,0,1.0,0,0.0,,,1936,1940,61,3.783787483658117, Cuba,Anocracy,2069.0,4566.0
CUB-1940,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1940-10-10,1940-10-10,1944-10-10,1944-10-10,Regular,Regular,Regular,0,Exile,M,1901,1973,1901-01-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,0,1.0,0,1.0,,,1940,1944,39,4.000082137210209, Cuba,Anocracy,2275.0,4849.0
CUB-1944,81df0b73-1e42-11e4-b4cd-db5882bf8def,40,CUB,Grau San Martin,1944-10-10,1944-10-10,1948-10-10,1948-10-10,Regular,Regular,Regular,1,Exile,M,1882,1969,1882-09-13,,,0,1.0,0,1.0,,,1944,1948,62,4.000082137210209, Cuba,Anocracy,2507.0,5268.0
CUB-1948,81df3c48-1e42-11e4-b4cd-db5882bf8def,40,CUB,Prio Socarres,1948-10-10,1948-10-10,1952-03-10,1952-03-10,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1903,1977,1903-07-14,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Carlos-5FPr-25C3-25ADo-5FSocarr-25C3-25A1s&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hVl4y-cioCjN1XnAMbuYYzgzAymI-wcT2czvmgVhZhE&e=,0,3.0,6,1.0,,,1948,1952,45,3.414170037714669, Cuba,Anocracy,2844.0,6008.0
CUB-1952,81df3c47-1e42-11e4-b4cd-db5882bf8def,40,CUB,Batista,1952-03-10,1952-03-10,1959-01-01,1959-01-01,Irregular,Irregular,"Removed by Rebels, without Foreign Support",1,Exile,M,1901,1973,1901-01-16,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fulgencio-5FBatista&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=BNGdwp9997BWodyXCQgGf6XkYdL6Qru7kZypNW4NmjE&e=,1,3.0,4,1.0,,,1952,1959,51,6.811912633387407, Cuba,Anocracy,3006.0,6901.0
DOM-1930-2,81e1863f-1e42-11e4-b4cd-db5882bf8def,42,DOM,Rafel Trujillo,1930-08-16,1930-08-16,1961-05-30,1961-05-30,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1891,1961,1891-10-24,1961-05-30,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Rafael-5FTrujillo&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=pQrJNBAuvPHTuw_XYf0hy4QgVrDQQKTdyDToro0iPcc&e=,0,3.0,6,3.0,,,1930,1961,39,30.78776429358577, Dominican Republic,Democracy,1964.0,3340.557
DOM-1962-2,81e1e7f0-1e42-11e4-b4cd-db5882bf8def,42,DOM,Filiberto Bonnelly,1962-01-19,1962-01-19,1963-02-27,1963-02-27,Regular,Regular,Regular,0,OK,M,1904,1979,1904-08-22,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Rafael-5FFiliberto-5FBonnelly&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hKzR6Gjw8Y7ZmZIkOex4uB9x1VlfW8LJVwe_wXFJfMQ&e=,0,1.0,0,0.0,,,1962,1963,58,1.106114430823357, Dominican Republic,Democracy,2291.0,3569.217
DOM-1963-3,81e218c5-1e42-11e4-b4cd-db5882bf8def,42,DOM,Cabral,1963-12-22,1963-12-22,1965-04-25,1965-04-25,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,M,1923,2006,1923-06-09,,,1,3.0,6,0.0,,,1963,1965,40,1.341574433424369, Dominican Republic,Democracy,2007.0,3805.881
DOM-1966,81e1b71c-1e42-11e4-b4cd-db5882bf8def,42,DOM,Balaguer,1966-07-01,1966-07-01,1978-07-01,1978-07-01,Regular,Regular,Regular,1,OK,M,1907,2002,1907-09-01,,,0,1.0,0,0.0,,,1966,1978,59,12.00024641163063, Dominican Republic,Democracy,3583.0,5431.308
DOM-1978,81e2ab40-1e42-11e4-b4cd-db5882bf8def,42,DOM,Guzman Fernandez,1978-07-01,1978-07-01,1982-07-04,1982-07-04,Regular,Suicide,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1911,1982,1911-02-12,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FGuzm-25C3-25A1n-5FFern-25C3-25A1ndez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=sEhXtA3WEAQLnFqDgindy8D-Ptqrhso2YiMt5sSQ0H4&e=,0,2.200000047683716,0,-777.0,,,1978,1982,67,4.008295858231175, Dominican Republic,Democracy,3826.0,5969.0
DOM-1982-2,81e2dc14-1e42-11e4-b4cd-db5882bf8def,42,DOM,Blanco,1982-08-16,1982-08-16,1986-08-16,1986-08-16,Regular,Regular,Regular,0,OK,M,1926,2010,1926-07-05,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Salvador-5FJorge-5FBlanco&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=kmsHgurVKNJag-5E0iMi2V9hb-vtCF8I-ZJsiHKP0js&e=,0,1.0,0,0.0,,,1982,1986,56,4.000082137210209, Dominican Republic,Democracy,3682.0,6517.0
DOM-1986,81e1b71c-1e42-11e4-b4cd-db5882bf8def,42,DOM,Balaguer,1986-08-16,1986-08-16,1996-08-16,1996-08-16,Regular,Regular,Regular,2,OK,M,1907,2002,1907-09-01,,,0,1.0,0,0.0,,,1986,1996,79,10.00157429652902, Dominican Republic,Democracy,5198.5666,7805.765454
JAM-1962,81e30ce9-1e42-11e4-b4cd-db5882bf8def,51,JAM,Bustamante,1962-08-06,1962-08-06,1967-02-22,1967-02-22,Regular,Regular,Regular,0,OK,M,1884,1977,1884-02-24,1977-08-06,,0,1.0,0,0.0,,,1962,1967,78,4.547663538607911, Jamaica,Democracy,5066.0,1861.096
JAM-1967-2,81e30ceb-1e42-11e4-b4cd-db5882bf8def,51,JAM,Shearer,1967-04-11,1967-04-11,1972-03-02,1972-03-02,Regular,Regular,Regular,0,OK,M,1923,2004,1923-05-18,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hugh-5FShearer&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=AyaT12_348XJ_dM9aTHuvms46jWhWFRfDegKGa2O7Ek&e=,0,1.0,0,0.0,,,1967,1972,44,4.892639821488463, Jamaica,Democracy,6150.0,1997.616
JAM-1972,81e30cec-1e42-11e4-b4cd-db5882bf8def,51,JAM,Manley,1972-03-02,1972-03-02,1980-11-01,1980-11-01,Regular,Regular,Regular,0,OK,M,1924,1997,1924-12-10,1997-03-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FManley&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=s6CjImC55fxzRGqBIGAnp21HGlYz2HZlWsMtFf6vBLk&e=,0,1.0,0,0.0,,,1972,1980,48,8.668213584125615, Jamaica,Democracy,4975.0,2228.803
JAM-1989,81e30cec-1e42-11e4-b4cd-db5882bf8def,51,JAM,Manley,1989-02-10,1989-02-10,1992-03-30,1992-03-30,Regular,Retired Due to Ill Health,Regular,1,OK,M,1924,1997,1924-05-28,1997-03-06,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FManley&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=s6CjImC55fxzRGqBIGAnp21HGlYz2HZlWsMtFf6vBLk&e=,0,2.099999904632568,0,0.0,,,1989,1992,65,3.132165615994853, Jamaica,Democracy,6292.0289,2413.415766
MEX-1876,81e39f71-1e42-11e4-b4cd-db5882bf8def,70,MEX,Diaz,1876-11-23,1876-11-23,1911-05-25,1911-05-25,Irregular,Irregular,Unknown,0,Exile,M,1830,1915,1830-09-15,1915-07-02,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Porfirio-5FD-25C3-25ADaz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=aimBPbn3rxCKiOG9llJzEUriz0ix8JGH5ok_TrWbRdk&e=,1,3.0,-999,1.0,,,1876,1911,46,34.4976282880552, Mexico,Democracy,2150.0,14990.0
MEX-1911-2,81e3d042-1e42-11e4-b4cd-db5882bf8def,70,MEX,Madero,1911-11-06,1911-11-06,1913-02-19,1913-02-19,Regular,Irregular,Unknown,0,Death,M,1873,1913,1873-10-30,1913-02-22,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francisco-5FI.-5FMadero&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MNUhcppgKRoY0EQHvf_B1diYbwmHjaaUn7-v5nqQ9z0&e=,0,3.0,-999,3.0,,,1911,1913,38,1.289554200291587, Mexico,Democracy,2004.0,14970.0
MEX-1913,81e3d043-1e42-11e4-b4cd-db5882bf8def,70,MEX,Huerta,1913-02-19,1913-02-19,1914-07-15,1914-07-15,Irregular,Irregular,Unknown,0,Exile,M,1845,1916,1845-03-23,1916-01-13,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Victoriano-5FHuerta&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ml6TMrM7jsn1kse9igApGHgpCypkOqpLcbuDnp8e4TU&e=,1,3.0,-999,1.0,,,1913,1914,68,1.399070480571127, Mexico,Democracy,2007.0,14960.0
MEX-1915,81e3d044-1e42-11e4-b4cd-db5882bf8def,70,MEX,Carranza,1915-10-19,1915-10-19,1920-05-06,1920-05-06,Irregular,Irregular,"Removed by Rebels, without Foreign Support",0,Death,M,1859,1920,1859-12-29,1920-05-21,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Venustiano-5FCarranza&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=SzGcmvqcyKKmwtaWlIT6is-CzQmWxzhd-GotAZSHVDE&e=,1,3.0,4,3.0,,,1915,1920,56,4.547663538607911, Mexico,Democracy,2552.0,14900.0
MEX-1920-2,81e3d046-1e42-11e4-b4cd-db5882bf8def,70,MEX,Obregon,1920-12-01,1920-12-01,1924-12-01,1924-12-01,Irregular,Regular,Regular,0,OK,M,1890,1928,1890-02-19,1928-07-17,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_-25C3-2581lvaro-5FObreg-25C3-25B3n&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ZrpFsS2C4xEm4iaxVlWaX1ii0UvGsqQAik4c4_KuieI&e=,1,1.0,0,0.0,,,1920,1924,30,4.000082137210209, Mexico,Democracy,2523.0,15609.0
MEX-1924,81e3d047-1e42-11e4-b4cd-db5882bf8def,70,MEX,Calles,1924-12-01,1924-12-01,1928-12-01,1928-12-01,Regular,Regular,Regular,0,Exile,M,1877,1945,1877-09-25,1945-10-19,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Plutarco-5FEl-25C3-25ADas-5FCalles&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=mH_CcLnrldV5top210pYxYNcfkFQrj5LsdoTTfl-xL8&e=,0,1.0,0,1.0,,,1924,1928,47,4.000082137210209, Mexico,Democracy,2565.0,16613.0
MEX-1928,81e40116-1e42-11e4-b4cd-db5882bf8def,70,MEX,Portes Gil,1928-12-01,1928-12-01,1930-02-05,1930-02-05,Regular,Regular,Regular,0,OK,M,1890,1978,1890-10-03,1978-12-10,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Emilio-5FPortes-5FGil&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hT9vu5_rsCQ5tD2lZcHN0rXnWMmLKeCRuYY_sYxeg2k&e=,0,1.0,0,0.0,,,1928,1930,38,1.180037920012047, Mexico,Democracy,2233.0,17175.0
MEX-1930,81e40117-1e42-11e4-b4cd-db5882bf8def,70,MEX,Ortiz Rubio,1930-02-05,1930-02-05,1932-09-04,1932-09-04,Regular,Regular,Regular,0,Exile,M,1877,1963,1877-03-10,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pascual-5FOrtiz-5FRubio&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6mazHh93zQ7KhZD52XTRSGZG8gpp9iL3ze6eHypfP6A&e=,0,1.0,0,1.0,,,1930,1932,53,2.579108400583174, Mexico,Democracy,1890.0,17790.0
MEX-1932,81e431ea-1e42-11e4-b4cd-db5882bf8def,70,MEX,Rodriguez,1932-09-04,1932-09-04,1934-12-01,1934-12-01,Regular,Regular,Regular,0,OK,M,1889,1967,1889-05-12,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Abelardo-5FL.-5FRodr-25C3-25ADguez&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=foodnJfQtvWMUPKTp0GbiHg856Gzre-7T8YSQpdv5Eg&e=,0,1.0,0,0.0,,,1932,1934,43,2.239607931716599, Mexico,Democracy,2176.0,18445.0
MEX-1934,81e431eb-1e42-11e4-b4cd-db5882bf8def,70,MEX,Cardenas,1934-12-01,1934-12-01,1940-12-01,1940-12-01,Regular,Regular,Regular,0,OK,M,1895,1970,1895-05-21,1970-10-19,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_L-25C3-25A1zaro-5FC-25C3-25A1rdenas&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4CFSp3I-4JpTy68wNPhC8K59-xuyySk0ijJ-LdPhNhE&e=,0,1.0,0,0.0,,,1934,1940,39,6.001492159318809, Mexico,Democracy,2560.0,20393.0
MEX-1940,81e462be-1e42-11e4-b4cd-db5882bf8def,70,MEX,Avila Camacho,1940-12-01,1940-12-01,1946-12-01,1946-12-01,Regular,Regular,Regular,0,OK,M,1897,1955,1897-04-24,1955-10-13,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Manuel-5F-25C3-2581vila-5FCamacho&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=FuTSXeng7qvfbnqavOiAb69bFF6RpNMKIpI79EhlYQU&e=,0,1.0,0,0.0,,,1940,1946,43,5.99875425231182, Mexico,Democracy,3124.0,24413.0
MEX-1946,81e462bf-1e42-11e4-b4cd-db5882bf8def,70,MEX,Aleman Valdes,1946-12-01,1946-12-01,1952-12-01,1952-12-01,Regular,Regular,Regular,0,Exile,M,1903,1983,1903-09-29,1983-05-14,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Miguel-5FAlem-25C3-25A1n-5FVald-25C3-25A9s&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=UD_-ZXh1ADCBB7-XfW_v5d-39w9dByr14lmhrk3-K1I&e=,0,1.0,0,1.0,,,1946,1952,43,6.001492159318809, Mexico,Democracy,3706.0,30144.317
MEX-1952,81e49392-1e42-11e4-b4cd-db5882bf8def,70,MEX,Ruiz Cortines,1952-12-01,1952-12-01,1958-12-01,1958-12-01,Regular,Regular,Regular,0,OK,M,1890,1973,1890-12-30,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Adolfo-5FRuiz-5FCortines&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=hE5C6Z9zQdY4gZYZ_ZJ15uNZzxiTG7E0ogs2CNK7bdg&e=,0,1.0,0,0.0,,,1952,1958,62,5.99875425231182, Mexico,Democracy,4501.0,36141.955
MEX-1958,81e49393-1e42-11e4-b4cd-db5882bf8def,70,MEX,Lopez Mateos,1958-12-01,1958-12-01,1964-12-01,1964-12-01,Regular,Regular,Regular,0,OK,M,1910,1969,1910-05-26,1969-09-22,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Adolfo-5FL-25C3-25B3pez-5FMateos&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=CE9ZeL6C_j7FTgNfxttYOiwvkpHbfJzcefQRl_7gYqI&e=,0,1.0,0,0.0,,,1958,1964,48,6.001492159318809, Mexico,Democracy,5555.0,43774.575
